subID,alpha,theta,gamma,w,nll
0,0.6,0.49,1.0,0.64,312.97168400644034
1,0.08,0.6,0.56,1.0,251.2086624489582
2,0.73,0.44,0.99,0.64,304.59649519129846
3,0.28,0.64,0.8,0.35,309.3098444830635
4,0.62,0.38,0.75,0.48,311.6922759335756
5,0.08,1.28,0.52,-0.56,279.98499216699213
6,0.11,0.86,0.37,0.82,284.4716816211819
7,0.29,0.68,1.0,1.0,243.80027823514197
8,0.03,1.45,0.1,-0.52,267.3184804645297
9,0.44,0.58,0.99,-0.04,302.62948722830816
10,0.08,0.83,0.6,0.95,241.7490196672329
11,0.02,1.45,0.0,0.24,249.01645180119576
12,0.15,1.09,0.93,0.56,281.4326183187971
13,0.52,0.56,0.97,-0.32,307.6389832454241
14,0.01,0.77,0.0,0.43,340.1603125395374
15,0.1,0.44,0.8,0.38,331.1981418616765
16,0.08,1.42,0.48,0.52,253.4944619720427
17,0.24,0.41,0.93,-0.28,317.9111703049912
18,0.03,0.86,0.0,0.66,267.6667197302199
19,0.25,1.16,0.88,0.48,275.4797128715481
20,0.09,0.82,0.87,-0.08,321.55322269801337
21,0.57,0.44,1.0,0.84,275.4379261778482
22,0.0,0.58,0.0,0.08,337.38795606230025
23,0.09,0.88,0.68,0.63,305.6297815007075
24,0.03,1.29,0.0,0.92,218.1562084053427
25,0.16,0.47,0.95,-0.34,333.2519531506062
26,0.4,0.03,0.76,0.44,254.42266850647644
27,0.86,0.2,0.99,0.48,319.46798832333707
28,0.14,1.02,0.81,-0.32,280.5697338466456
29,0.08,0.52,1.0,0.47,317.9912457245219
30,0.13,0.88,0.94,0.8,271.73723897401385
31,0.12,0.85,0.99,0.63,296.9595047688747
32,0.09,0.63,0.72,-0.23,300.7946483510541
33,0.0,0.63,0.0,0.0,340.171891791612
34,0.0,0.06,0.0,0.42,292.8121748105616
35,0.47,0.38,0.68,-0.97,255.94833203338743
36,0.03,1.5,0.0,1.0,193.22205255419055
37,0.56,0.38,0.84,-0.53,305.05633383198904
38,0.03,0.22,0.1,0.57,307.3033515965987
39,0.4,0.56,1.0,0.63,288.0442655987951
40,0.37,0.64,1.0,0.38,284.5924112266182
41,0.72,0.37,0.98,0.32,295.65580699218305
42,0.35,0.26,0.95,0.38,268.29452885647487
43,0.22,0.58,0.16,0.93,288.770306805211
44,0.68,0.31,0.92,0.34,307.0177538732815
45,0.08,1.5,0.68,0.62,265.97300525488873
46,0.02,1.48,0.0,0.64,232.713396119506
47,0.28,0.36,1.0,0.23,277.2990007631532
48,0.02,1.48,0.0,-0.32,255.59975621364774
49,0.52,0.16,1.0,0.26,292.87197448949206
50,0.13,0.42,0.76,-0.24,311.17273527852996
51,0.24,0.78,0.86,0.12,326.6721147636459
52,0.46,0.47,0.67,-0.21,341.3188965622436
53,0.24,0.61,0.4,0.7,252.41201023221166
54,0.17,0.61,1.0,0.32,306.1163799893121
55,0.88,0.48,1.0,0.4,300.80006112221685
56,0.0,0.74,0.0,0.39,361.6802035462118
57,0.02,1.29,0.1,0.44,284.5732872587291
58,0.09,1.18,0.81,-0.08,289.0026411818304
59,0.09,0.92,0.92,-0.3,282.1243163450463
60,0.68,0.52,0.88,0.86,278.412947631506
61,0.15,0.61,1.0,0.58,317.7502462305546
62,0.0,0.55,0.0,0.42,328.2054559592847
63,0.0,1.24,0.0,0.47,261.1244437380284
64,0.12,0.95,0.48,0.74,261.5635801074081
65,0.1,0.6,0.36,0.32,297.35342204695485
66,0.16,0.72,0.0,0.56,270.98548525520914
67,0.36,0.63,0.97,0.15,297.2893362988623
68,0.8,0.25,0.95,0.69,256.5617099263475
69,0.14,0.69,1.0,0.79,286.6934130394762
70,0.15,0.45,0.35,0.93,273.0290583300334
71,0.34,0.46,0.99,0.76,256.8118047789312
72,0.14,0.96,0.88,-0.19,297.32477043806614
73,0.0,0.78,0.0,-0.06,287.9646421625007
74,0.13,0.69,0.88,0.6,273.69464158574186
75,0.08,0.71,1.0,0.36,302.17016080054657
76,0.12,1.07,0.73,0.33,263.8808657217029
77,0.0,1.48,0.0,1.0,209.02028185981482
78,0.03,0.92,0.1,0.83,279.3318612221758
79,0.02,0.7,0.0,1.0,278.0256285175321
80,0.09,0.76,0.92,-0.2,298.9313530521415
81,0.0,1.5,0.0,1.0,213.67704487583592
82,0.09,1.0,0.95,0.67,275.500273841664
83,0.56,0.68,1.0,0.37,291.0211197542921
84,0.4,0.46,1.0,1.0,246.08644442420513
85,0.08,1.12,0.84,-0.52,312.3838539617508
86,0.0,1.42,0.0,0.63,273.478822938413
87,0.01,0.96,0.02,0.88,258.98655295744743
88,0.16,0.84,1.0,-0.68,331.7501163400894
89,0.08,1.06,1.0,0.68,276.89974789572784
90,0.09,0.52,0.32,0.29,308.3566883334679
91,0.17,0.61,1.0,0.13,306.78069663332616
92,0.02,1.41,0.02,0.86,229.90244469048056
93,0.0,1.09,0.0,0.5,260.8626135764703
94,0.08,0.88,0.52,0.35,268.1124634234036
95,0.13,0.95,0.64,0.82,241.90739318442547
96,0.96,0.33,1.0,0.47,319.03945848243256
97,0.03,0.89,0.1,0.56,285.3406339985746
98,0.25,0.7,1.0,0.68,267.65810817088607
99,0.0,0.55,0.0,0.06,297.59226304498264
100,0.28,0.27,1.0,-0.24,305.5874077362091
101,0.0,0.51,0.0,-0.38,377.49066082223237
102,0.08,0.86,0.96,1.0,236.3129762877178
103,0.01,0.92,0.02,0.88,238.54792397896557
104,0.56,0.17,1.0,0.59,288.3963215644685
105,0.09,1.04,0.84,0.61,282.4024474072944
106,0.19,0.49,0.0,0.59,325.08135476801164
107,0.11,0.78,0.0,0.55,330.2757355840971
108,0.17,1.25,0.1,-1.0,147.93029235205546
109,0.0,0.81,0.0,-0.77,283.0776228372561
110,0.19,1.13,0.0,1.0,220.01826992088053
111,0.02,1.21,0.1,0.8,267.85377490297435
112,0.08,0.72,0.85,-0.05,336.49863602519895
113,0.08,0.87,0.88,0.29,314.42578204004866
114,0.09,0.64,0.8,0.47,283.9613402687175
115,0.14,0.84,0.7,0.67,264.398839356554
116,0.43,0.53,0.12,-0.18,311.79832166898626
117,0.46,0.52,0.98,0.55,270.69035017610656
118,0.11,1.0,0.88,-0.32,308.02112786245254
119,0.03,0.43,0.0,0.08,306.1397451113725
120,0.08,0.72,0.8,0.34,276.6554553426164
121,0.6,0.37,0.87,-0.15,314.19168733260904
122,0.38,0.36,1.0,0.28,292.2801259653784
123,0.0,0.7,0.0,0.16,331.83002457133216
124,0.0,1.41,0.0,1.0,238.5892193002756
125,0.08,0.68,1.0,0.47,329.9657161576458
126,0.13,1.04,0.68,0.59,259.89534334146697
127,0.72,0.4,0.88,-0.25,332.8700092434271
128,0.09,0.68,0.28,0.66,284.0903394923888
129,0.0,0.77,0.0,0.03,318.97654958077135
130,0.0,1.45,0.0,0.8,234.78773116036137
131,0.34,0.6,0.2,-0.4,283.3769612268872
132,0.42,0.56,0.99,1.0,257.43995299774866
133,0.23,0.57,1.0,0.92,247.224603887687
134,0.02,0.96,0.1,0.69,282.6451968906916
135,0.46,0.54,1.0,0.77,283.22291222409757
137,0.13,0.18,0.0,0.13,497.73306093021785
138,0.08,0.79,0.08,0.28,322.902210008441
139,0.1,0.64,0.0,1.0,230.62512784102978
140,0.12,0.68,0.32,0.39,310.99141868113435
141,0.35,0.68,1.0,0.23,344.11911624484515
142,0.0,0.97,0.0,0.71,305.77110168162153
143,0.19,0.69,1.0,0.7,286.1459065794025
144,0.28,0.06,1.0,0.48,270.8838352941531
145,0.11,0.82,0.77,0.22,298.91424919059
146,0.15,0.54,0.88,-0.17,321.84855739286365
147,0.01,1.42,0.02,0.23,280.61611014973346
148,0.08,0.21,0.72,-0.08,294.4190966533488
149,0.01,0.77,0.0,0.01,314.1098315503012
150,0.8,1.26,0.23,0.47,246.74229031685974
151,0.29,1.48,1.0,0.63,275.81721473071593
152,0.36,0.47,0.66,-0.01,311.137801159176
153,0.13,0.62,0.88,0.77,273.8939353547035
154,0.48,0.24,1.0,0.16,282.6781741716574
155,0.08,0.83,0.71,0.35,284.0281778367896
156,0.4,0.36,0.88,0.27,292.85371504795097
157,0.14,0.86,1.0,0.49,319.3334200096643
158,0.19,0.22,0.64,-0.95,306.0754205437187
159,0.2,0.42,0.0,0.63,256.4194088773033
160,0.4,0.31,0.96,0.54,279.2175493887705
161,0.0,0.7,0.0,0.19,325.397001590562
162,0.17,0.67,0.75,0.97,235.29243799272038
163,0.08,0.68,0.91,0.24,283.37234380535733
164,0.0,0.49,0.0,1.0,273.3681813616339
165,0.08,0.75,0.28,-0.12,307.4653958586735
166,0.23,1.05,0.56,0.21,246.3707112337695
167,0.31,0.56,1.0,0.12,352.1505814053517
168,0.08,0.65,0.84,0.66,278.9985692926405
169,0.28,0.7,0.92,-0.19,334.0926897502319
170,0.28,0.23,0.84,0.77,286.31493253740814
171,0.1,1.05,0.66,-0.13,260.7311503666017
172,0.09,0.72,0.48,0.65,284.803336255664
173,0.08,0.46,0.6,0.42,332.6120957874673
174,0.3,0.69,0.88,-0.23,336.5382950256018
175,0.28,1.08,0.88,-0.83,257.4574096995863
176,0.32,0.64,0.6,0.45,273.45860551447123
177,0.24,0.61,0.33,0.66,319.2020026978655
178,0.08,0.94,0.0,1.0,179.42227798335313
179,0.1,0.67,1.0,0.97,273.44966530243977
180,0.52,0.14,0.88,0.74,259.1309065726176
181,0.02,0.62,0.1,0.29,336.44385796475035
182,0.58,0.24,1.0,0.46,287.9830904141336
183,0.15,0.83,0.64,0.49,295.78717124639684
184,0.29,0.35,0.98,0.39,300.542016874152
185,0.86,0.15,0.98,1.0,271.29101564026274
186,0.08,0.58,0.28,0.99,271.9213894249792
187,0.38,0.22,0.85,0.61,257.6763596962354
188,0.11,0.98,0.85,0.56,268.7784157691567
189,0.12,0.78,0.1,0.61,300.26287768358225
190,0.24,0.23,1.0,0.48,290.66453562616704
191,0.14,0.88,1.0,0.95,290.0831673342407
192,0.12,0.16,0.0,0.48,285.7277909900861
193,0.1,1.16,0.58,0.63,253.54038058223534
194,0.2,0.35,0.82,0.75,271.37420282225037
195,0.54,0.26,0.98,0.18,268.0450397288404
196,0.08,1.36,0.0,0.75,203.46157390151788
197,0.11,0.96,0.88,0.4,286.8811830315296
198,0.1,0.81,0.88,-0.03,323.59865498235706
199,0.08,1.12,0.93,0.28,295.01678369302465
200,0.23,0.77,0.8,0.95,265.18758259848494
201,0.0,0.69,0.0,0.75,309.2052126184266
202,0.14,0.94,0.84,0.24,306.3201717946978
203,0.09,1.1,0.0,1.0,223.42997067621673
204,0.13,0.52,0.06,0.65,289.5242824260639
205,0.03,1.16,0.1,0.49,294.9684907892171
206,0.16,0.88,0.98,0.47,307.48448090243176
207,0.16,0.74,0.52,0.78,235.5946637511082
208,0.01,0.67,0.0,0.59,307.1539506140784
209,0.09,0.64,0.96,0.32,292.00443280737545
