subID,trial,sim_choice,sim_attack,k
18,5,5,0,1
18,56,6,0,1
18,35,5,1,1
18,55,6,0,1
18,114,6,0,1
18,110,7,0,1
18,60,5,0,1
18,30,5,0,1
18,32,4,0,1
18,6,8,1,1
18,67,9,0,1
18,45,5,0,1
18,117,5,0,1
18,73,6,0,1
18,115,6,0,1
18,112,6,0,1
18,64,6,0,1
18,90,5,1,1
18,4,6,0,1
18,13,5,0,1
18,54,6,0,1
18,63,5,0,1
18,86,6,0,1
18,104,3,0,1
18,91,2,0,1
18,62,2,0,1
18,58,5,0,1
18,52,6,1,1
18,12,6,1,1
18,28,2,0,1
18,75,5,0,1
18,23,5,0,1
18,111,5,1,1
18,92,6,0,1
18,41,3,0,1
18,43,6,1,1
18,11,6,0,1
18,69,5,0,1
18,36,4,0,1
18,98,6,0,1
18,68,5,0,1
18,82,6,0,1
18,85,6,1,1
18,118,7,0,1
18,119,5,0,1
18,39,6,1,1
18,84,6,0,1
18,77,5,1,1
18,7,3,0,1
18,25,6,0,1
18,95,5,1,1
18,108,6,0,1
18,71,5,0,1
18,66,6,0,1
18,76,2,0,1
18,103,5,0,1
18,34,5,0,1
18,59,6,1,1
18,50,6,0,1
18,93,5,0,1
18,2,2,0,1
18,27,6,0,1
18,10,6,1,1
18,26,5,0,1
18,18,5,0,1
18,42,6,0,1
18,87,6,0,1
18,116,7,0,1
18,100,5,0,1
18,79,6,0,1
18,16,6,0,1
18,81,6,0,1
18,20,5,0,1
18,19,4,1,1
18,49,2,0,1
18,44,5,0,1
18,9,5,1,1
18,31,5,0,1
18,74,4,0,1
18,106,4,0,1
18,109,6,1,1
18,61,5,1,1
18,29,6,0,1
18,94,9,1,1
18,107,5,1,1
18,46,6,0,1
18,57,5,0,1
18,102,6,1,1
18,70,5,1,1
18,21,5,0,1
18,38,4,0,1
18,88,4,0,1
18,120,6,0,1
18,101,7,0,1
18,78,5,0,1
18,105,6,0,1
18,72,6,1,1
18,24,6,1,1
18,8,7,1,1
18,17,6,0,1
18,37,5,0,1
18,1,9,1,1
18,53,2,0,1
18,22,5,1,1
18,47,6,0,1
18,83,5,1,1
18,99,4,0,1
18,89,4,0,1
18,14,7,1,1
18,3,5,0,1
18,80,5,0,1
18,96,6,0,1
18,51,6,0,1
18,33,5,1,1
18,40,6,1,1
18,48,6,0,1
18,113,7,1,1
18,15,6,0,1
18,65,6,0,1
18,97,6,0,1
14,5,4,0,1
14,56,3,0,1
14,35,4,0,1
14,55,5,0,1
14,114,5,0,1
14,110,6,1,1
14,60,4,1,1
14,30,5,0,1
14,32,5,0,1
14,6,4,0,1
14,67,3,0,1
14,45,6,0,1
14,117,7,1,1
14,73,5,0,1
14,115,4,0,1
14,112,5,0,1
14,64,3,0,1
14,90,2,0,1
14,4,5,1,1
14,13,4,1,1
14,54,5,0,1
14,63,6,0,1
14,86,6,0,1
14,104,7,0,1
14,91,7,1,1
14,62,3,0,1
14,58,6,1,1
14,52,5,0,1
14,12,4,0,1
14,28,7,0,1
14,75,5,1,1
14,23,3,0,1
14,111,6,0,1
14,92,5,0,1
14,41,5,0,1
14,43,5,0,1
14,11,7,1,1
14,69,5,0,1
14,36,5,0,1
14,98,4,0,1
14,68,5,1,1
14,82,5,0,1
14,85,6,1,1
14,118,7,0,1
14,119,6,1,1
14,39,3,0,1
14,84,4,0,1
14,77,5,0,1
14,7,4,0,1
14,25,4,0,1
14,95,3,0,1
14,108,5,0,1
14,71,6,0,1
14,66,5,0,1
14,76,3,0,1
14,103,3,0,1
14,34,6,0,1
14,59,5,1,1
14,50,8,1,1
14,93,4,0,1
14,2,6,0,1
14,27,4,0,1
14,10,4,0,1
14,26,4,0,1
14,18,4,0,1
14,42,6,1,1
14,87,3,0,1
14,116,6,1,1
14,100,6,0,1
14,79,1,0,1
14,16,5,0,1
14,81,4,0,1
14,20,6,0,1
14,19,3,0,1
14,49,5,0,1
14,44,7,0,1
14,9,3,0,1
14,31,3,0,1
14,74,5,1,1
14,106,6,0,1
14,109,4,1,1
14,61,7,1,1
14,29,2,0,1
14,94,2,0,1
14,107,6,0,1
14,46,5,0,1
14,57,6,0,1
14,102,5,0,1
14,70,5,0,1
14,21,6,0,1
14,38,5,0,1
14,88,6,0,1
14,120,5,0,1
14,101,5,1,1
14,78,4,1,1
14,105,5,0,1
14,72,5,0,1
14,24,6,1,1
14,8,5,0,1
14,17,5,0,1
14,37,6,0,1
14,1,3,0,1
14,53,7,0,1
14,22,4,0,1
14,47,5,0,1
14,83,5,0,1
14,99,5,0,1
14,89,5,1,1
14,14,5,0,1
14,3,4,0,1
14,80,5,0,1
14,96,4,0,1
14,51,2,0,1
14,33,4,1,1
14,40,2,0,1
14,48,3,0,1
14,113,4,0,1
14,15,3,0,1
14,65,5,0,1
14,97,3,0,1
4,5,3,0,1
4,56,3,0,1
4,35,4,0,1
4,55,7,0,1
4,114,4,0,1
4,110,8,1,1
4,60,5,0,1
4,30,6,1,1
4,32,7,0,1
4,6,6,0,1
4,67,6,0,1
4,45,4,1,1
4,117,5,1,1
4,73,4,0,1
4,115,3,0,1
4,112,4,0,1
4,64,5,0,1
4,90,3,0,1
4,4,4,0,1
4,13,4,0,1
4,54,3,0,1
4,63,5,1,1
4,86,1,0,1
4,104,3,0,1
4,91,2,0,1
4,62,8,0,1
4,58,3,0,1
4,52,4,0,1
4,12,1,0,1
4,28,2,0,1
4,75,6,1,1
4,23,7,0,1
4,111,5,1,1
4,92,8,0,1
4,41,7,0,1
4,43,4,1,1
4,11,2,0,1
4,69,4,0,1
4,36,4,0,1
4,98,5,0,1
4,68,2,0,1
4,82,7,0,1
4,85,2,0,1
4,118,2,0,1
4,119,4,0,1
4,39,5,0,1
4,84,7,0,1
4,77,2,0,1
4,7,4,0,1
4,25,3,1,1
4,95,6,1,1
4,108,6,0,1
4,71,4,0,1
4,66,6,1,1
4,76,4,0,1
4,103,3,0,1
4,34,4,0,1
4,59,7,1,1
4,50,3,0,1
4,93,2,0,1
4,2,4,0,1
4,27,3,0,1
4,10,3,0,1
4,26,2,0,1
4,18,6,1,1
4,42,5,1,1
4,87,7,1,1
4,116,3,0,1
4,100,3,1,1
4,79,7,0,1
4,16,4,0,1
4,81,6,1,1
4,20,5,0,1
4,19,4,1,1
4,49,7,0,1
4,44,3,0,1
4,9,6,0,1
4,31,3,0,1
4,74,1,0,1
4,106,2,0,1
4,109,3,0,1
4,61,2,0,1
4,29,6,0,1
4,94,4,0,1
4,107,3,0,1
4,46,6,0,1
4,57,4,1,1
4,102,3,0,1
4,70,1,0,1
4,21,4,1,1
4,38,2,0,1
4,88,8,0,1
4,120,7,0,1
4,101,3,0,1
4,78,4,1,1
4,105,3,0,1
4,72,7,0,1
4,24,4,0,1
4,8,4,0,1
4,17,3,0,1
4,37,3,0,1
4,1,4,0,1
4,53,2,0,1
4,22,1,0,1
4,47,4,0,1
4,83,4,0,1
4,99,6,0,1
4,89,3,0,1
4,14,3,0,1
4,3,4,0,1
4,80,5,0,1
4,96,8,1,1
4,51,6,1,1
4,33,6,1,1
4,40,4,0,1
4,48,6,0,1
4,113,5,1,1
4,15,4,0,1
4,65,4,0,1
4,97,7,0,1
0,5,4,0,1
0,56,3,1,1
0,35,3,0,1
0,55,4,0,1
0,114,7,0,1
0,110,3,0,1
0,60,4,0,1
0,30,4,0,1
0,32,3,0,1
0,6,4,0,1
0,67,2,0,1
0,45,2,0,1
0,117,5,0,1
0,73,5,0,1
0,115,7,1,1
0,112,7,1,1
0,64,4,0,1
0,90,4,0,1
0,4,6,1,1
0,13,4,0,1
0,54,5,1,1
0,63,4,0,1
0,86,4,0,1
0,104,5,1,1
0,91,4,1,1
0,62,4,0,1
0,58,4,0,1
0,52,5,0,1
0,12,5,1,1
0,28,4,0,1
0,75,5,0,1
0,23,6,0,1
0,111,2,0,1
0,92,7,0,1
0,41,5,0,1
0,43,4,0,1
0,11,6,1,1
0,69,5,0,1
0,36,4,1,1
0,98,7,0,1
0,68,4,0,1
0,82,7,1,1
0,85,4,0,1
0,118,6,1,1
0,119,5,0,1
0,39,5,0,1
0,84,7,0,1
0,77,4,0,1
0,7,6,0,1
0,25,6,0,1
0,95,3,0,1
0,108,4,1,1
0,71,4,0,1
0,66,4,0,1
0,76,5,0,1
0,103,4,0,1
0,34,5,0,1
0,59,3,0,1
0,50,3,0,1
0,93,4,0,1
0,2,6,0,1
0,27,6,0,1
0,10,4,0,1
0,26,6,0,1
0,18,4,0,1
0,42,3,0,1
0,87,8,1,1
0,116,4,0,1
0,100,4,0,1
0,79,5,1,1
0,16,4,0,1
0,81,7,0,1
0,20,4,0,1
0,19,4,0,1
0,49,3,0,1
0,44,4,1,1
0,9,4,0,1
0,31,4,0,1
0,74,4,0,1
0,106,4,0,1
0,109,2,0,1
0,61,4,0,1
0,29,6,1,1
0,94,7,1,1
0,107,4,1,1
0,46,5,0,1
0,57,4,0,1
0,102,4,0,1
0,70,4,0,1
0,21,4,0,1
0,38,4,0,1
0,88,7,1,1
0,120,7,1,1
0,101,5,0,1
0,78,7,0,1
0,105,7,0,1
0,72,5,0,1
0,24,4,0,1
0,8,6,0,1
0,17,6,0,1
0,37,4,0,1
0,1,6,0,1
0,53,2,0,1
0,22,4,0,1
0,47,5,0,1
0,83,3,0,1
0,99,4,0,1
0,89,4,0,1
0,14,7,1,1
0,3,6,1,1
0,80,2,0,1
0,96,7,0,1
0,51,4,0,1
0,33,4,0,1
0,40,4,0,1
0,48,6,1,1
0,113,7,0,1
0,15,4,0,1
0,65,4,0,1
0,97,7,0,1
2,5,5,1,1
2,56,9,1,1
2,35,7,0,1
2,55,7,0,1
2,114,7,0,1
2,110,7,0,1
2,60,6,0,1
2,30,6,1,1
2,32,3,0,1
2,6,4,0,1
2,67,6,0,1
2,45,3,1,1
2,117,8,0,1
2,73,7,0,1
2,115,5,0,1
2,112,7,0,1
2,64,5,0,1
2,90,7,0,1
2,4,2,0,1
2,13,4,0,1
2,54,6,0,1
2,63,4,0,1
2,86,7,0,1
2,104,6,0,1
2,91,8,0,1
2,62,7,1,1
2,58,4,0,1
2,52,8,1,1
2,12,6,1,1
2,28,4,0,1
2,75,6,0,1
2,23,6,0,1
2,111,6,0,1
2,92,7,1,1
2,41,7,1,1
2,43,4,1,1
2,11,6,0,1
2,69,7,0,1
2,36,5,1,1
2,98,7,1,1
2,68,6,0,1
2,82,6,0,1
2,85,7,1,1
2,118,7,1,1
2,119,6,1,1
2,39,7,0,1
2,84,8,1,1
2,77,6,0,1
2,7,6,0,1
2,25,7,0,1
2,95,5,0,1
2,108,4,0,1
2,71,8,1,1
2,66,5,0,1
2,76,7,0,1
2,103,6,0,1
2,34,6,0,1
2,59,7,0,1
2,50,2,0,1
2,93,5,0,1
2,2,9,1,1
2,27,8,1,1
2,10,7,1,1
2,26,7,0,1
2,18,4,0,1
2,42,6,1,1
2,87,7,1,1
2,116,8,1,1
2,100,5,1,1
2,79,6,0,1
2,16,7,0,1
2,81,9,0,1
2,20,5,1,1
2,19,6,0,1
2,49,6,0,1
2,44,4,1,1
2,9,4,0,1
2,31,4,1,1
2,74,9,1,1
2,106,7,0,1
2,109,7,0,1
2,61,8,1,1
2,29,6,0,1
2,94,8,1,1
2,107,8,0,1
2,46,4,0,1
2,57,3,0,1
2,102,7,1,1
2,70,8,0,1
2,21,5,0,1
2,38,4,0,1
2,88,8,1,1
2,120,7,0,1
2,101,6,0,1
2,78,7,0,1
2,105,5,1,1
2,72,6,0,1
2,24,5,0,1
2,8,7,0,1
2,17,6,0,1
2,37,3,1,1
2,1,9,1,1
2,53,3,0,1
2,22,4,0,1
2,47,5,1,1
2,83,7,0,1
2,99,7,1,1
2,89,5,0,1
2,14,7,1,1
2,3,5,0,1
2,80,7,0,1
2,96,1,0,1
2,51,6,0,1
2,33,5,1,1
2,40,6,0,1
2,48,4,0,1
2,113,7,0,1
2,15,6,0,1
2,65,7,1,1
2,97,7,0,1
5,5,8,1,1
5,56,5,0,1
5,35,8,1,1
5,55,8,0,1
5,114,6,0,1
5,110,6,0,1
5,60,8,0,1
5,30,5,0,1
5,32,5,1,1
5,6,6,1,1
5,67,8,1,1
5,45,4,0,1
5,117,6,1,1
5,73,8,1,1
5,115,8,0,1
5,112,8,0,1
5,64,8,1,1
5,90,6,1,1
5,4,6,1,1
5,13,5,1,1
5,54,7,1,1
5,63,4,0,1
5,86,5,0,1
5,104,6,0,1
5,91,8,1,1
5,62,8,1,1
5,58,5,0,1
5,52,8,0,1
5,12,6,1,1
5,28,6,1,1
5,75,8,0,1
5,23,8,0,1
5,111,8,0,1
5,92,7,0,1
5,41,7,1,1
5,43,2,0,1
5,11,6,0,1
5,69,5,0,1
5,36,7,1,1
5,98,8,0,1
5,68,6,1,1
5,82,2,0,1
5,85,5,1,1
5,118,6,0,1
5,119,7,1,1
5,39,8,0,1
5,84,4,0,1
5,77,5,1,1
5,7,8,0,1
5,25,1,0,1
5,95,8,1,1
5,108,5,0,1
5,71,6,1,1
5,66,7,0,1
5,76,9,1,1
5,103,5,0,1
5,34,8,0,1
5,59,8,0,1
5,50,5,0,1
5,93,6,0,1
