trial,subID,sim_choices,sim_attacks,k
10,58,"[7, 6, 7, 7, 8, 7, 9, 8, 7, 7]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",1
10,59,"[6, 5, 7, 5, 8, 7, 7, 9, 8, 7]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0]",1
10,60,"[5, 2, 3, 6, 5, 4, 4, 5, 4, 5]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",1
10,61,"[6, 4, 5, 6, 2, 4, 4, 3, 7, 2]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,62,"[5, 4, 3, 6, 1, 3, 4, 4, 6, 2]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1
10,63,"[6, 6, 3, 4, 5, 7, 5, 7, 6, 8]","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1
10,64,"[5, 5, 5, 6, 4, 4, 5, 5, 6, 5]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",1
10,65,"[6, 2, 2, 3, 3, 3, 1, 2, 1, 6]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1
10,66,"[9, 5, 4, 7, 5, 5, 7, 7, 5, 5]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1
10,67,"[4, 2, 3, 6, 4, 4, 4, 3, 4, 7]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1
10,68,"[2, 4, 4, 1, 4, 5, 4, 4, 3, 4]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]",1
10,69,"[3, 5, 4, 2, 5, 9, 4, 5, 4, 7]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",1
10,70,"[3, 5, 4, 3, 3, 4, 4, 4, 4, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,71,"[4, 5, 3, 7, 6, 7, 6, 6, 7, 3]","[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",1
10,72,"[6, 5, 5, 6, 5, 6, 6, 6, 4, 5]","[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",1
10,73,"[6, 5, 3, 2, 4, 4, 5, 6, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
10,74,"[7, 7, 7, 7, 5, 7, 6, 7, 7, 6]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",1
10,75,"[3, 3, 5, 6, 6, 5, 5, 6, 5, 4]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]",1
10,76,"[6, 7, 7, 6, 6, 8, 5, 7, 6, 7]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1]",1
10,77,"[8, 5, 5, 7, 8, 8, 8, 8, 5, 8]","[1, 0, 0, 1, 1, 1, 1, 1, 0, 0]",1
10,78,"[5, 5, 3, 4, 6, 4, 6, 5, 6, 4]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
10,79,"[7, 4, 5, 6, 5, 5, 5, 5, 4, 4]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",1
10,80,"[5, 8, 4, 7, 7, 7, 6, 6, 7, 8]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",1
10,81,"[6, 7, 8, 6, 6, 8, 7, 5, 8, 6]","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]",1
10,82,"[6, 6, 4, 5, 1, 2, 6, 5, 6, 5]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1
10,83,"[7, 6, 6, 7, 7, 5, 8, 7, 6, 7]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",1
10,84,"[7, 4, 2, 4, 5, 5, 2, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,85,"[5, 5, 5, 5, 5, 6, 5, 5, 7, 4]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",1
10,86,"[8, 5, 6, 5, 4, 4, 5, 6, 6, 6]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1
10,87,"[4, 7, 4, 4, 6, 6, 6, 7, 6, 5]","[1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",1
10,88,"[5, 7, 7, 6, 7, 4, 7, 7, 4, 6]","[0, 0, 1, 0, 1, 0, 1, 1, 0, 0]",1
10,89,"[5, 7, 6, 5, 7, 6, 8, 6, 7, 6]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1
10,90,"[5, 5, 5, 5, 5, 2, 4, 5, 4, 4]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1
10,91,"[4, 6, 4, 5, 5, 4, 4, 2, 3, 1]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1
10,92,"[8, 7, 8, 8, 1, 8, 8, 7, 8, 8]","[0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",1
10,93,"[5, 5, 7, 6, 6, 6, 7, 7, 6, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1
10,94,"[4, 5, 5, 5, 5, 6, 8, 7, 8, 7]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",1
10,95,"[6, 8, 5, 5, 4, 5, 6, 6, 8, 5]","[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1
10,96,"[6, 3, 4, 4, 6, 4, 4, 5, 2, 3]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1
10,97,"[5, 7, 7, 5, 5, 5, 5, 6, 4, 7]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",1
10,98,"[6, 6, 4, 6, 6, 6, 6, 5, 1, 7]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1
10,99,"[5, 5, 4, 2, 5, 5, 5, 4, 5, 1]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",1
10,100,"[4, 4, 5, 6, 4, 5, 2, 6, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
10,101,"[5, 3, 3, 2, 3, 2, 6, 4, 9, 3]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
10,102,"[5, 7, 4, 5, 8, 7, 5, 6, 6, 5]","[0, 1, 0, 1, 0, 1, 1, 1, 1, 1]",1
10,103,"[7, 6, 7, 7, 7, 6, 5, 7, 8, 2]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1
10,104,"[6, 6, 7, 7, 4, 5, 4, 7, 7, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
10,105,"[3, 7, 6, 7, 8, 6, 8, 8, 7, 4]","[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",1
10,106,"[1, 2, 4, 7, 7, 4, 4, 4, 8, 2]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1
10,107,"[7, 5, 9, 7, 7, 9, 6, 9, 7, 9]","[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1
10,108,"[8, 5, 7, 9, 7, 7, 7, 9, 5, 6]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",1
10,109,"[7, 1, 5, 4, 5, 3, 4, 4, 7, 7]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1
10,110,"[9, 9, 9, 6, 4, 9, 9, 9, 9, 6]","[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",1
10,111,"[6, 6, 6, 6, 6, 5, 4, 5, 5, 6]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",1
10,112,"[7, 6, 8, 8, 9, 6, 8, 5, 6, 5]","[1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",1
10,113,"[8, 4, 7, 7, 5, 7, 3, 7, 6, 6]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
10,114,"[5, 4, 3, 6, 6, 3, 4, 6, 5, 3]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]",1
10,115,"[5, 7, 7, 6, 7, 7, 5, 5, 7, 6]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
10,116,"[3, 3, 1, 9, 6, 3, 3, 1, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,117,"[6, 7, 4, 4, 6, 7, 1, 7, 7, 7]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,118,"[7, 7, 6, 5, 6, 6, 7, 6, 7, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,119,"[1, 4, 3, 3, 7, 4, 6, 6, 1, 5]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
10,120,"[6, 7, 1, 7, 4, 7, 3, 5, 6, 8]","[1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",1
10,121,"[1, 2, 2, 5, 2, 1, 2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,122,"[5, 3, 8, 7, 7, 6, 8, 7, 4, 8]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1
10,123,"[7, 4, 6, 6, 6, 4, 6, 6, 5, 6]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1
10,124,"[8, 6, 6, 6, 7, 7, 7, 9, 8, 8]","[1, 1, 0, 1, 1, 1, 0, 1, 0, 1]",1
10,125,"[4, 6, 5, 5, 6, 7, 6, 4, 4, 6]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1
10,126,"[3, 8, 6, 8, 8, 7, 2, 7, 6, 8]","[0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",1
10,127,"[5, 3, 6, 7, 5, 7, 4, 3, 6, 6]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1
10,128,"[7, 4, 5, 4, 3, 1, 7, 5, 3, 6]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,129,"[6, 5, 6, 3, 4, 3, 1, 6, 5, 5]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
10,130,"[8, 8, 8, 7, 5, 7, 8, 6, 5, 7]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1
10,131,"[7, 7, 7, 7, 7, 7, 7, 1, 7, 7]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1
10,132,"[7, 3, 6, 7, 6, 6, 6, 7, 7, 7]","[1, 0, 0, 0, 1, 0, 0, 1, 1, 0]",1
10,133,"[3, 4, 6, 6, 4, 6, 8, 6, 4, 6]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1
10,134,"[7, 6, 4, 6, 6, 6, 6, 8, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1
10,135,"[6, 5, 5, 8, 8, 6, 6, 4, 7, 8]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1
10,137,"[3, 3, 3, 1, 1, 2, 1, 1, 3, 2]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,138,"[4, 6, 5, 5, 2, 5, 6, 6, 5, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
10,139,"[5, 5, 7, 4, 7, 6, 7, 7, 7, 5]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
10,140,"[5, 5, 5, 2, 4, 4, 5, 5, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,141,"[3, 5, 6, 3, 6, 6, 6, 5, 5, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1
10,142,"[4, 5, 6, 6, 6, 5, 6, 6, 5, 5]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",1
10,143,"[6, 8, 6, 6, 8, 6, 7, 7, 7, 6]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",1
10,144,"[3, 1, 3, 1, 2, 2, 4, 2, 1, 2]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1
10,145,"[6, 6, 8, 6, 8, 8, 7, 6, 7, 5]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1
10,146,"[5, 7, 7, 5, 6, 5, 5, 5, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,147,"[8, 6, 6, 7, 5, 7, 7, 6, 6, 7]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 1]",1
10,148,"[1, 2, 2, 4, 2, 2, 1, 1, 6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
10,149,"[7, 5, 4, 6, 5, 4, 2, 4, 7, 5]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1
10,150,"[7, 7, 7, 7, 7, 7, 4, 7, 9, 7]","[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",1
10,151,"[6, 8, 8, 5, 6, 5, 5, 9, 6, 5]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",1
10,152,"[6, 5, 6, 4, 6, 5, 9, 1, 9, 6]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1
10,153,"[1, 4, 5, 3, 1, 6, 3, 2, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,154,"[5, 7, 6, 7, 8, 5, 7, 6, 7, 7]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",1
10,155,"[5, 7, 8, 4, 6, 6, 5, 7, 6, 8]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1]",1
10,156,"[3, 5, 5, 8, 7, 4, 6, 5, 7, 4]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1
10,157,"[5, 6, 6, 7, 6, 8, 7, 8, 7, 5]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",1
10,158,"[5, 5, 5, 5, 3, 6, 6, 4, 5, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1
10,159,"[5, 4, 6, 4, 8, 6, 7, 3, 6, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1
10,160,"[6, 6, 4, 6, 7, 6, 7, 6, 7, 6]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 0]",1
10,161,"[2, 4, 5, 3, 6, 6, 6, 3, 3, 4]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1
10,162,"[5, 5, 5, 2, 3, 6, 7, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,163,"[6, 5, 5, 4, 6, 6, 5, 6, 7, 6]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",1
10,164,"[4, 6, 2, 2, 3, 2, 2, 2, 2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,165,"[4, 3, 5, 1, 5, 2, 5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,166,"[8, 7, 5, 7, 6, 6, 7, 7, 6, 5]","[1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",1
10,167,"[6, 7, 6, 6, 7, 6, 5, 7, 3, 4]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1
10,168,"[9, 6, 6, 6, 6, 3, 6, 6, 6, 2]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1
10,169,"[2, 4, 5, 3, 7, 1, 3, 6, 5, 5]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1
10,170,"[1, 3, 4, 1, 3, 2, 5, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,171,"[8, 6, 6, 6, 9, 8, 5, 7, 6, 6]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1
10,172,"[7, 7, 6, 7, 8, 7, 8, 6, 6, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1
10,173,"[2, 3, 1, 1, 2, 2, 1, 3, 6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,174,"[7, 8, 5, 6, 4, 7, 4, 1, 8, 7]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1
10,175,"[5, 6, 6, 6, 9, 6, 5, 6, 6, 8]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0]",1
10,176,"[3, 4, 3, 4, 4, 3, 4, 4, 4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,177,"[7, 7, 7, 7, 7, 7, 6, 6, 7, 6]","[0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",1
10,178,"[6, 8, 8, 5, 6, 3, 4, 7, 5, 6]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,179,"[6, 7, 6, 6, 5, 6, 6, 6, 6, 6]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",1
10,180,"[1, 2, 3, 3, 5, 3, 6, 3, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,181,"[2, 5, 6, 3, 5, 4, 4, 4, 2, 5]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
10,182,"[4, 4, 5, 1, 2, 5, 4, 3, 3, 5]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1
10,183,"[4, 6, 5, 5, 5, 5, 6, 6, 6, 5]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",1
10,184,"[3, 2, 5, 5, 7, 2, 3, 3, 3, 4]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
10,185,"[6, 4, 6, 8, 6, 5, 6, 5, 4, 6]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1
10,186,"[6, 2, 4, 4, 7, 4, 4, 3, 5, 7]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1
10,187,"[5, 1, 1, 4, 5, 7, 5, 4, 5, 4]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",1
10,188,"[6, 9, 7, 6, 9, 8, 7, 5, 8, 6]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 1]",1
10,189,"[5, 6, 7, 5, 7, 2, 6, 3, 7, 6]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 1]",1
10,190,"[3, 3, 5, 4, 6, 2, 5, 2, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,191,"[1, 6, 7, 7, 5, 5, 7, 5, 4, 3]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1
10,192,"[4, 1, 5, 3, 4, 2, 2, 1, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,193,"[8, 4, 6, 4, 8, 6, 6, 5, 7, 6]","[1, 0, 0, 0, 1, 1, 0, 0, 1, 0]",1
10,194,"[5, 5, 7, 1, 3, 1, 3, 1, 2, 2]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,195,"[5, 4, 4, 5, 6, 6, 5, 5, 5, 4]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
10,196,"[7, 7, 7, 8, 8, 2, 7, 7, 6, 8]","[0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",1
10,197,"[5, 4, 2, 4, 6, 5, 6, 6, 6, 6]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",1
10,198,"[6, 3, 3, 7, 4, 6, 6, 3, 6, 6]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1
10,199,"[7, 6, 6, 4, 5, 9, 5, 8, 5, 8]","[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",1
10,200,"[8, 8, 7, 8, 6, 8, 6, 6, 6, 8]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",1
10,201,"[4, 4, 5, 4, 7, 3, 3, 6, 6, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,202,"[5, 8, 7, 6, 5, 6, 7, 5, 5, 5]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",1
10,203,"[7, 6, 9, 9, 9, 4, 9, 7, 9, 9]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",1
10,204,"[5, 3, 3, 4, 5, 5, 5, 6, 3, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,205,"[8, 6, 5, 7, 7, 1, 7, 7, 6, 6]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 0]",1
10,206,"[6, 8, 3, 7, 5, 7, 7, 7, 6, 7]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1
10,207,"[5, 5, 5, 3, 2, 5, 5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1
10,208,"[5, 5, 3, 6, 4, 2, 4, 6, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,209,"[3, 2, 6, 6, 4, 4, 5, 7, 4, 4]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1
10,210,"[7, 4, 3, 3, 6, 4, 3, 1, 4, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,211,"[7, 6, 7, 7, 8, 9, 7, 7, 7, 2]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",1
10,212,"[7, 3, 6, 5, 3, 5, 7, 4, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,213,"[2, 1, 4, 3, 1, 2, 2, 1, 1, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,214,"[3, 5, 3, 4, 2, 2, 1, 2, 4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,215,"[7, 7, 5, 6, 6, 6, 6, 7, 4, 7]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1
10,216,"[6, 5, 9, 6, 4, 6, 5, 4, 4, 3]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1
10,217,"[7, 2, 4, 4, 6, 6, 4, 3, 5, 5]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
10,218,"[7, 5, 5, 4, 5, 6, 5, 5, 5, 5]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,219,"[5, 3, 6, 6, 7, 7, 8, 6, 8, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,220,"[4, 5, 4, 6, 4, 7, 1, 4, 4, 6]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1
10,221,"[6, 3, 6, 9, 9, 5, 4, 5, 5, 5]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
10,222,"[4, 5, 6, 6, 7, 4, 4, 7, 7, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,223,"[4, 5, 4, 5, 4, 5, 4, 4, 4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,224,"[6, 7, 6, 4, 6, 7, 7, 5, 4, 7]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
10,225,"[3, 7, 4, 2, 6, 4, 4, 3, 2, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,226,"[7, 5, 4, 6, 6, 5, 5, 5, 7, 4]","[0, 1, 1, 0, 1, 1, 1, 0, 1, 0]",1
10,227,"[4, 6, 4, 4, 6, 3, 8, 3, 4, 4]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1
10,228,"[5, 7, 5, 5, 4, 7, 4, 5, 5, 6]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1
10,229,"[4, 6, 5, 1, 5, 5, 1, 3, 2, 4]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",1
10,230,"[2, 4, 4, 2, 2, 2, 2, 7, 3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,231,"[7, 8, 6, 3, 6, 6, 5, 5, 6, 7]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",1
10,232,"[6, 5, 7, 7, 6, 7, 4, 8, 8, 5]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",1
10,233,"[4, 6, 3, 9, 5, 4, 4, 3, 7, 5]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",1
10,234,"[2, 3, 5, 6, 5, 5, 4, 6, 2, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
10,235,"[4, 7, 5, 5, 7, 7, 7, 8, 6, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,236,"[8, 6, 6, 7, 6, 4, 6, 7, 7, 6]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1
10,237,"[7, 8, 5, 9, 6, 8, 9, 8, 6, 8]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1
10,238,"[6, 8, 6, 7, 6, 7, 5, 7, 6, 7]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1
10,239,"[8, 6, 8, 8, 8, 8, 7, 7, 8, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1
10,240,"[5, 6, 4, 4, 3, 3, 5, 2, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,241,"[6, 4, 5, 4, 3, 4, 6, 5, 6, 4]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
10,242,"[7, 7, 6, 7, 6, 6, 7, 8, 6, 6]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 1]",1
10,243,"[9, 9, 9, 9, 8, 9, 8, 6, 6, 6]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",1
10,244,"[9, 7, 6, 6, 7, 8, 6, 8, 7, 8]","[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1
10,245,"[3, 5, 4, 7, 7, 4, 2, 5, 6, 4]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",1
10,246,"[6, 7, 7, 5, 6, 7, 4, 6, 8, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
10,247,"[7, 8, 8, 8, 6, 8, 3, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",1
10,248,"[4, 1, 4, 1, 4, 4, 4, 4, 7, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,249,"[6, 3, 5, 6, 5, 3, 3, 4, 6, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,250,"[7, 8, 8, 4, 6, 6, 8, 7, 7, 6]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
11,0,"[5, 5, 5, 5, 1, 8, 5, 5, 4, 6]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1
11,1,"[6, 4, 5, 3, 5, 3, 4, 5, 4, 7]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 1]",1
11,2,"[8, 5, 7, 4, 7, 7, 7, 7, 6, 5]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",1
11,3,"[6, 5, 4, 7, 5, 6, 5, 4, 5, 6]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",1
11,4,"[6, 6, 4, 5, 6, 7, 4, 4, 3, 4]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1
11,5,"[7, 7, 8, 7, 6, 6, 6, 7, 8, 7]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1
11,6,"[7, 9, 6, 5, 7, 7, 7, 9, 6, 7]","[0, 1, 0, 1, 0, 1, 1, 1, 1, 1]",1
11,7,"[6, 6, 6, 6, 7, 5, 6, 6, 6, 6]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",1
11,8,"[7, 6, 5, 6, 7, 5, 4, 7, 6, 8]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",1
11,9,"[8, 6, 7, 5, 8, 8, 6, 5, 7, 6]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1
