trial,subID,sim_choice,sim_attack,k
1,90,"[8, 8, 8, 9, 6, 7, 7, 8, 5, 8]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1
1,91,"[5, 2, 8, 7, 5, 1, 5, 6, 5, 6]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1
1,92,"[7, 6, 7, 8, 7, 8, 6, 8, 7, 8]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",1
1,93,"[5, 7, 6, 7, 7, 7, 7, 7, 7, 7]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",1
1,94,"[9, 6, 6, 7, 8, 7, 8, 7, 7, 6]","[1, 0, 0, 1, 1, 1, 1, 1, 0, 0]",1
1,95,"[6, 7, 7, 8, 7, 7, 7, 5, 6, 7]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 1]",1
1,96,"[5, 5, 6, 4, 3, 4, 4, 2, 6, 3]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",1
1,97,"[6, 6, 4, 5, 4, 5, 3, 7, 5, 4]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1
1,98,"[6, 5, 5, 4, 1, 8, 5, 3, 3, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
1,99,"[6, 3, 4, 1, 6, 6, 5, 4, 6, 4]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",1
1,100,"[5, 4, 2, 3, 6, 3, 5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
1,101,"[3, 6, 3, 5, 5, 3, 4, 2, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
1,102,"[5, 4, 8, 6, 7, 5, 4, 5, 7, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,103,"[7, 8, 6, 6, 6, 3, 7, 7, 8, 4]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1
1,104,"[5, 8, 6, 6, 8, 6, 7, 8, 5, 8]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1
1,105,"[7, 7, 7, 7, 8, 3, 6, 7, 7, 7]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]",1
1,106,"[5, 5, 6, 7, 7, 6, 5, 7, 6, 8]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",1
1,107,"[6, 6, 7, 4, 5, 5, 7, 6, 6, 6]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
1,108,"[6, 7, 7, 7, 8, 6, 6, 7, 6, 7]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",1
