subID,alpha,theta,gamma,w,nll_idv,nll_grp
92,0.02,1.2,0.1,0.53,195.8257646648909,89.62191973778987
93,0.09,0.1,1.0,-0.03,412.9257270356599,87.77593120735996
96,0.21,0.35,0.72,0.42,266.25947012620895,107.33103595251215
121,0.16,0.72,0.97,0.98,233.67849954020758,28.40369966547121
128,0.32,0.72,0.99,0.08,308.3351889186056,81.10712872268209
135,0.19,0.57,0.99,0.0,256.967143817053,88.24836924704931
136,0.15,0.72,0.98,0.32,306.0020140806743,83.91252224292032
139,0.69,0.67,0.82,0.21,100.966416736031,32.59229321920419
149,0.4,0.85,0.57,0.15,223.47637649831566,97.71520183919041
156,0.28,0.36,0.99,0.87,224.0845939949579,54.26390231574979
159,0.23,0.77,0.79,1.0,209.98840339684688,46.24164681085832
162,0.12,0.95,0.0,-0.32,238.22891972124802,71.77512766979561
183,0.23,0.7,1.0,0.33,300.44862909863105,125.46236210511843
186,0.24,0.48,0.88,-0.48,453.9934219851515,119.12025906608817
191,0.64,0.78,0.0,0.68,181.34439540975205,58.09108118268045
197,0.21,1.5,0.13,0.75,384.9302366394464,77.42720414026999
199,0.52,0.12,1.0,1.0,221.2103827744522,34.320793021654275
200,0.16,0.43,0.7,0.83,307.31060950517923,53.80437899047185
202,0.31,0.95,0.24,0.62,226.76235052638327,102.71911325009616
94,0.36,0.57,0.86,0.31,190.49189436417868,99.2287850288831
95,0.18,0.41,0.0,0.86,329.3563762234297,53.90616538063205
97,0.21,0.46,0.52,0.28,279.0071302605894,103.1617494692873
98,0.54,1.24,0.69,-0.72,217.63091682791847,9.704858096602837
99,0.25,0.2,1.0,0.58,233.1773378839843,64.30103669484883
100,0.32,0.68,0.88,0.64,240.4067455588006,73.82651656504957
101,0.46,1.49,0.32,0.21,168.8264949848042,61.61311404622754
102,0.64,0.48,0.69,-0.4,311.1995812270766,121.57955797537984
103,0.1,0.6,0.48,1.0,247.53056735465938,21.0668591209635
104,0.13,1.07,0.1,0.67,248.41758522635152,72.25695223335497
105,0.29,0.82,0.85,0.14,213.62340532176924,69.14972807390734
106,0.3,0.53,0.95,0.55,252.91153804890016,69.24856685789491
107,0.18,0.5,1.0,0.52,214.8859711781188,52.02189151695661
108,0.42,1.1,0.4,0.37,407.24081711027793,106.97864386528369
110,0.08,0.88,0.88,0.48,239.74894574685098,125.16162615290546
111,0.58,1.17,0.7,0.29,184.22426402325044,45.82803754686875
112,0.02,0.88,0.09,1.0,245.81684812833177,36.95975270769019
113,0.01,0.84,0.0,0.36,271.09405264905104,79.86420474332738
114,0.24,0.5,0.52,0.41,194.34499062060965,67.43338868366752
115,0.29,1.28,0.0,0.46,247.538967892397,42.712656508990065
116,0.12,0.95,0.06,0.65,289.7505725884944,56.93198940125427
