,attack,attackProb,attackRange,choice,currProb,predatorType,reward,round,rt,totMoney,trial,subID
13817,TRUE,4.800000190734863,7,6,0.5879999995231628,1,-10,114,2.335999011993408,1366,114,115
13818,FALSE,2.5999999046325684,7,9,0.6499999761581421,0,81,115,2.1519994735717773,1447,115,115
13819,TRUE,4.800000190734863,7,3,0.1920000165700912,1,-10,116,1.4210000038146973,1437,116,115
13820,FALSE,4.800000190734863,7,2,0,1,4,117,1.152999997138977,1441,117,115
13821,FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,118,1.4189995527267456,1457,118,115
13822,FALSE,2.5999999046325684,7,9,0.6499999761581421,0,81,119,2.6339988708496094,1538,119,115
13823,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,12,2.967998504638672,215,12,115
13824,TRUE,4.800000190734863,7,9,1.2000000476837158,1,-10,120,2.718999147415161,1528,120,115
13825,FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,13,1.8699991703033447,240,13,115
13826,FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,14,3.433998107910156,265,14,115
13827,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,15,2.050999164581299,314,15,115
13828,TRUE,4.800000190734863,7,4,0.3000000119209289,1,-10,16,2.3839991092681885,304,16,115
13829,TRUE,2.5999999046325684,7,7,0.4160000085830688,0,-10,17,3.765997886657715,294,17,115
13830,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,18,3.9499974250793457,330,18,115
13831,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,19,2.0209996700286865,339,19,115
13832,TRUE,4.800000190734863,7,4,0.3000000119209289,1,-10,2,4.816999435424805,6,2,115
13833,TRUE,4.800000190734863,7,3,0.1920000165700912,1,-10,20,4.583998680114746,329,20,115
13834,TRUE,2.5999999046325684,7,6,0.3184999823570251,0,-10,21,2.069999456,319,21,115
13835,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,22,1.2319998741149902,335,22,115
13836,TRUE,4.800000190734863,7,3,0.1920000165700912,1,-10,23,2.535998821258545,325,23,115
