,block,trial,room,subID,attack,selfBlame,jointMoney,partnerStep,playerStep,prediction,step_rt,predatorType,player_partner_diff,finalStep,playerID,confidence,partnerBlame,abs_pred_error,predator,outcome,abs_player_pred_diff,log_step_rt,partner_changed,partner_changed_rel,player_change,future_step_rt,player_change_rel
4180,1,26,38,70,True,0.75,-20,3,4,4,2.8490993976593018,1,1,4,0,70,0.25,1,dangerous,captured,0,1.0470029435204813,-1.0,1.0,-1.0,2.199000120162964,1.0
4181,1,26,38,71,True,0.25,-20,4,3,3,1.0670000314712524,1,-1,4,1,70,0.75,1,dangerous,captured,0,0.06485100181469783,1.0,1.0,0.0,1.084999918937683,0.0
4184,1,27,38,70,False,0.5,18,3,3,4,2.199000120162964,1,0,3,0,70,0.5,1,dangerous,harvest,1,0.7880027662169901,0.0,0.0,0.0,1.3329999446868896,-0.0
4185,1,27,38,71,False,0.5,18,3,3,3,1.084999918937683,1,0,3,1,70,0.5,0,dangerous,harvest,0,0.08157991228060728,-1.0,1.0,0.0,1.0179998874664309,-0.0
4188,1,28,38,70,True,0.5,-20,3,3,3,1.3329999446868896,1,0,3,0,70,0.5,0,dangerous,captured,0,0.2874319997013642,0.0,0.0,0.0,1.466999888420105,-0.0
4189,1,28,38,71,True,0.5,-20,3,3,3,1.0179998874664309,1,0,3,1,70,0.5,0,dangerous,captured,0,0.017839807584543836,0.0,0.0,0.0,0.9510000944137572,-0.0
4192,1,29,38,70,False,0.5,18,3,3,3,1.466999888420105,1,0,3,0,70,0.5,0,dangerous,harvest,0,0.383219423100927,0.0,0.0,0.0,1.3825998306274414,-0.0
4193,1,29,38,71,False,0.5,18,3,3,3,0.9510000944137572,1,0,3,1,70,0.5,0,dangerous,harvest,0,-0.05024111715835292,0.0,0.0,2.0,1.767999291419983,-0.0
4082,2,1,38,70,True,0.5,-20,5,5,5,2.282400608062744,0,0,5,0,70,0.5,0,safe,captured,0,0.8252277873308682,,,-2.0,1.5652999877929688,0.0
4083,2,1,38,71,True,0.5,-20,5,5,5,1.6179994344711304,0,0,5,1,70,0.5,0,safe,captured,0,0.48119046911283364,,,0.0,1.334999680519104,-0.0
4086,2,2,38,70,False,0.25,32,5,3,4,1.5652999877929688,0,-2,4,0,70,0.5,1,safe,harvest,1,0.4480774911135151,0.0,0.0,2.0,1.799299955368042,2.0
4087,2,2,38,71,False,0.5,32,3,5,4,1.334999680519104,0,2,4,1,70,0.25,1,safe,harvest,1,0.28893105254065166,-2.0,-0.0,-1.0,1.5009995698928833,1.0
4090,2,3,38,70,False,0.75,50,4,5,5,1.799299955368042,0,1,5,0,70,0.5,1,safe,harvest,0,0.587397675571157,-1.0,1.0,0.0,1.7655997276306152,-0.0
4091,2,3,38,71,False,0.5,50,5,4,4,1.5009995698928833,0,-1,5,1,70,0.75,1,safe,harvest,0,0.4061312661042374,2.0,2.0,1.0,1.917999267578125,1.0
4094,2,4,38,70,False,0.5,50,5,5,4,1.7655997276306152,0,0,5,0,70,0.25,1,safe,harvest,1,0.568490421695887,1.0,1.0,0.0,1.915499687194824,-0.0
4095,2,4,38,71,False,0.25,50,5,5,5,1.917999267578125,0,0,5,1,70,0.5,0,safe,harvest,0,0.6512825945936683,0.0,-0.0,0.0,1.3679996728897097,-0.0
4098,2,5,38,70,False,0.5,50,5,5,4,1.915499687194824,0,0,5,0,70,0.5,1,safe,harvest,1,0.6499785218564514,0.0,0.0,0.0,1.7826002836227417,-0.0
4099,2,5,38,71,False,0.5,50,5,5,5,1.3679996728897097,0,0,5,1,70,0.5,0,safe,harvest,0,0.3133495800846208,0.0,0.0,0.0,1.4189997911453247,-0.0
4102,2,6,38,70,False,0.5,50,5,5,5,1.7826002836227417,0,0,5,0,70,0.5,0,safe,harvest,0,0.5780731318206839,0.0,0.0,0.0,1.933400035,-0.0
4103,2,6,38,71,False,0.5,50,5,5,5,1.4189997911453247,0,0,5,1,70,0.5,0,safe,harvest,0,0.34995225099348654,0.0,0.0,0.0,1.2009998559951782,-0.0
4106,2,7,38,70,False,0.5,50,5,5,5,1.933400035,0,0,5,0,70,0.5,0,safe,harvest,0,0.6592801291511918,0.0,0.0,0.0,2.081900358200073,-0.0
4107,2,7,38,71,False,0.5,50,5,5,5,1.2009998559951782,0,0,5,1,70,0.5,0,safe,harvest,0,0.18315442319374123,0.0,0.0,0.0,1.6019994020462036,-0.0
4110,2,8,38,70,False,0.5,50,5,5,5,2.081900358200073,0,0,5,0,70,0.5,0,safe,harvest,0,0.7332811103539845,0.0,0.0,0.0,2.282400131225586,-0.0
4111,2,8,38,71,False,0.5,50,5,5,5,1.6019994020462036,0,0,5,1,70,0.5,0,safe,harvest,0,0.47125247539154325,0.0,0.0,0.0,1.150999903678894,-0.0
4114,2,9,38,70,False,0.5,50,5,5,5,2.282400131225586,0,0,5,0,70,0.5,0,safe,harvest,0,0.8252275784117125,0.0,0.0,0.0,1.716200351715088,-0.0
4115,2,9,38,71,False,0.5,50,5,5,5,1.150999903678894,0,0,5,1,70,0.5,0,safe,harvest,0,0.14063104605502796,0.0,0.0,0.0,1.6849994659423828,-0.0
4118,2,10,38,70,False,0.5,50,5,5,5,1.716200351715088,0,0,5,0,70,0.5,0,safe,harvest,0,0.5401127493291493,0.0,0.0,1.0,2.632299423217773,-0.0
4119,2,10,38,71,False,0.5,50,5,5,5,1.6849994659423828,0,0,5,1,70,0.5,0,safe,harvest,0,0.521765246856134,0.0,0.0,0.0,1.3509998321533203,-0.0
4122,2,11,38,70,True,0.75,-20,5,6,5,2.632299423217773,0,1,6,0,70,0.25,0,safe,captured,1,0.967857769613329,0.0,0.0,-1.0,2.666399478912353,1.0
4123,2,11,38,71,True,0.25,-20,6,5,5,1.3509998321533203,0,-1,6,1,70,0.75,1,safe,captured,0,0.30084493473920904,1.0,0.0,0.0,1.367999554,0.0
4126,2,12,38,70,False,0.5,50,5,5,5,2.666399478912353,0,0,5,0,70,0.5,0,safe,harvest,0,0.9807290525839635,0.0,0.0,0.0,1.898900270462036,-0.0
4127,2,12,38,71,False,0.5,50,5,5,5,1.367999554,0,0,5,1,70,0.5,0,safe,harvest,0,0.3133494931769138,-1.0,1.0,0.0,1.251999855041504,-0.0
4130,2,13,38,70,True,0.5,-20,5,5,5,1.898900270462036,0,0,5,0,70,0.5,0,safe,captured,0,0.6412749135801239,0.0,0.0,0.0,1.765799641609192,-0.0
4131,2,13,38,71,True,0.5,-20,5,5,5,1.251999855041504,0,0,5,1,70,0.5,0,safe,captured,0,0.22474215689635368,0.0,0.0,0.0,1.1179999113082886,-0.0
4134,2,14,38,70,False,0.5,50,5,5,5,1.765799641609192,0,0,5,0,70,0.5,0,safe,harvest,0,0.5686036425230365,0.0,0.0,0.0,2.0480997562408447,-0.0
4135,2,14,38,71,False,0.5,50,5,5,5,1.1179999113082886,0,0,5,1,70,0.5,0,safe,harvest,0,0.11154129540221426,0.0,0.0,0.0,1.9189993143081665,-0.0
4138,2,15,38,70,False,0.5,50,5,5,5,2.0480997562408447,0,0,5,0,70,0.5,0,safe,harvest,0,0.7169124150929865,0.0,0.0,0.0,2.149399518966675,-0.0
4139,2,15,38,71,False,0.5,50,5,5,5,1.9189993143081665,0,0,5,1,70,0.5,0,safe,harvest,0,0.651803859708233,0.0,0.0,0.0,1.3179998397827148,-0.0
4142,2,16,38,70,False,0.5,50,5,5,5,2.149399518966675,0,0,5,0,70,0.5,0,safe,harvest,0,0.765188509626005,0.0,0.0,0.0,1.6829999685287476,-0.0
4143,2,16,38,71,False,0.5,50,5,5,5,1.3179998397827148,0,0,5,1,70,0.5,0,safe,harvest,0,0.2761153145193937,0.0,0.0,0.0,1.5679996013641355,-0.0
4146,2,17,38,70,False,0.5,50,5,5,5,1.6829999685287476,0,0,5,0,70,0.5,0,safe,harvest,0,0.5205778965091724,0.0,0.0,0.0,1.6326000690460205,-0.0
4147,2,17,38,71,False,0.5,50,5,5,5,1.5679996013641355,0,0,5,1,70,0.5,0,safe,harvest,0,0.44980066769612737,0.0,0.0,0.0,1.3679996728897097,-0.0
4150,2,18,38,70,False,0.5,50,5,5,5,1.6326000690460205,0,0,5,0,70,0.5,0,safe,harvest,0,0.49017387832717974,0.0,0.0,0.0,1.965099573135376,-0.0
4151,2,18,38,71,False,0.5,50,5,5,5,1.3679996728897097,0,0,5,1,70,0.5,0,safe,harvest,0,0.3133495800846208,0.0,0.0,0.0,1.6689993143081665,-0.0
4154,2,19,38,70,True,0.5,-20,5,5,5,1.965099573135376,0,0,5,0,70,0.5,0,safe,captured,0,0.6755429173887101,0.0,0.0,0.0,1.7822997570037842,-0.0
4155,2,19,38,71,True,0.5,-20,5,5,5,1.6689993143081665,0,0,5,1,70,0.5,0,safe,captured,0,0.5122242338396894,0.0,0.0,0.0,1.1010000705718994,-0.0
4158,2,20,38,70,True,0.5,-20,5,5,5,1.7822997570037842,0,0,5,0,70,0.5,0,safe,captured,0,0.5779045287090989,0.0,0.0,0.0,1.7995996475219729,-0.0
4159,2,20,38,71,True,0.5,-20,5,5,5,1.1010000705718994,0,0,5,1,70,0.5,0,safe,captured,0,0.09621892183854214,0.0,0.0,0.0,1.0839999914169312,-0.0
4162,2,21,38,70,True,0.5,-20,5,5,5,1.7995996475219729,0,0,5,0,70,0.5,0,safe,captured,0,0.5875642221202093,0.0,0.0,0.0,1.632599949836731,-0.0
4163,2,21,38,71,True,0.5,-20,5,5,5,1.0839999914169312,0,0,5,1,70,0.5,0,safe,captured,0,0.08065789509949424,0.0,0.0,0.0,1.7849994897842407,-0.0
4166,2,22,38,70,False,0.5,50,5,5,5,1.632599949836731,0,0,5,0,70,0.5,0,safe,harvest,0,0.4901738053091172,0.0,0.0,0.0,2.115699529647827,-0.0
4167,2,22,38,71,False,0.5,50,5,5,5,1.7849994897842407,0,0,5,1,70,0.5,0,safe,harvest,0,0.5794181293964022,0.0,0.0,0.0,1.1019999980926514,-0.0
4170,2,23,38,70,False,0.5,50,5,5,5,2.115699529647827,0,0,5,0,70,0.5,0,safe,harvest,0,0.7493855046919553,0.0,0.0,0.0,1.6324005126953125,-0.0
4171,2,23,38,71,False,0.5,50,5,5,5,1.1019999980926514,0,0,5,1,70,0.5,0,safe,harvest,0,0.09712670899991636,0.0,0.0,0.0,1.1679998636245728,-0.0
4174,2,24,38,70,True,0.5,-20,5,5,5,1.6324005126953125,0,0,5,0,70,0.5,0,safe,captured,0,0.49005163862402473,0.0,0.0,0.0,3.132999420166016,-0.0
4175,2,24,38,71,True,0.5,-20,5,5,5,1.1679998636245728,0,0,5,1,70,0.5,0,safe,captured,0,0.1552927676462449,0.0,0.0,0.0,1.4189995527267456,-0.0
4178,2,25,38,70,False,0.5,50,5,5,5,3.132999420166016,0,0,5,0,70,0.5,0,safe,harvest,0,1.1419908268969499,0.0,0.0,0.0,1.6502997875213623,-0.0
4179,2,25,38,71,False,0.5,50,5,5,5,1.4189995527267456,0,0,5,1,70,0.5,0,safe,harvest,0,0.3499520829747168,0.0,0.0,0.0,1.1849998235702517,-0.0
4182,2,26,38,70,False,0.5,50,5,5,5,1.6502997875213623,0,0,5,0,70,0.5,0,safe,harvest,0,0.5009569608158542,0.0,0.0,0.0,1.5668997764587402,-0.0
4183,2,26,38,71,False,0.5,50,5,5,5,1.1849998235702517,0,0,5,1,70,0.5,0,safe,harvest,0,0.16974262570121987,0.0,0.0,0.0,1.150999903678894,-0.0
4186,2,27,38,70,False,0.5,50,5,5,5,1.5668997764587402,0,0,5,0,70,0.5,0,safe,harvest,0,0.44909900246355294,0.0,0.0,0.0,1.7823002338409424,-0.0
4187,2,27,38,71,False,0.5,50,5,5,5,1.150999903678894,0,0,5,1,70,0.5,0,safe,harvest,0,0.14063104605502796,0.0,0.0,1.0,4.404998779296875,-0.0
4190,2,28,38,70,False,0.25,72,6,5,5,1.7823002338409424,0,-1,6,0,70,0.5,1,safe,harvest,0,0.5779047962494454,1.0,0.0,0.0,2.100499629974365,0.0
4191,2,28,38,71,False,0.5,72,5,6,5,4.404998779296875,0,1,6,1,70,0.25,0,safe,harvest,1,1.4827399822704823,0.0,0.0,-1.0,1.8179993629455569,1.0
4194,2,29,38,70,False,0.5,50,5,5,5,2.100499629974365,0,0,5,0,70,0.5,0,safe,harvest,0,0.7421752354665437,-1.0,1.0,0.0,2.3331995010375977,-0.0
4195,2,29,38,71,False,0.5,50,5,5,5,1.8179993629455569,0,0,5,1,70,0.5,0,safe,harvest,0,0.5977366453402405,0.0,0.0,0.0,1.2339998483657837,-0.0
4200,1,1,39,72,False,-1.0,72,4,7,8,5.050396442,0,3,6,0,70,-1.0,4,safe,harvest,1,1.619466743572377,,,0.0,6.949698448181152,-0.0
4201,1,1,39,73,False,-1.0,72,7,4,3,3.2819981575012207,0,-3,6,1,60,-1.0,4,safe,harvest,1,1.188452431272623,,,0.0,2.815300226211548,0.0
4204,1,2,39,72,False,0.5,72,4,7,7,6.949698448181152,0,3,6,0,70,0.25,3,safe,harvest,0,1.9386982698844684,0.0,0.0,1.0,4.633596420288086,-1.0
4205,1,2,39,73,False,0.25,72,7,4,4,2.815300226211548,0,-3,6,1,60,0.5,3,safe,harvest,0,1.0350689082001008,0.0,-0.0,0.0,2.932299852371216,0.0
4208,1,3,39,72,False,0.5,72,4,8,6,4.633596420288086,0,4,6,0,70,0.25,2,safe,harvest,2,1.533333331213677,0.0,0.0,-1.0,2.2495996952056885,1.0
4209,1,3,39,73,False,0.25,72,8,4,5,2.932299852371216,0,-4,6,1,60,0.5,3,safe,harvest,1,1.075787047680434,1.0,-1.0,1.0,4.248498916625977,1.0
4212,1,4,39,72,False,0.5,72,5,7,3,2.2495996952056885,0,2,6,0,70,-1.0,2,safe,harvest,4,0.8107522871459742,1.0,1.0,0.0,2.8835997581481934,-0.0
4213,1,4,39,73,False,-1.0,72,7,5,6,4.248498916625977,0,-2,6,1,60,0.5,1,safe,harvest,1,1.446565724459891,-1.0,1.0,-1.0,3.331498861312866,-1.0
4216,1,5,39,72,False,0.5,72,4,7,3,2.8835997581481934,0,3,6,0,70,0.5,1,safe,harvest,4,1.0590394296768006,-1.0,-1.0,2.0,5.716396808624268,-2.0
4217,1,5,39,73,False,0.5,72,7,4,6,3.331498861312866,0,-3,6,1,60,0.5,1,safe,harvest,2,1.2034223112262694,0.0,-0.0,0.0,3.599398136138916,0.0
4220,1,6,39,72,True,1.0,-20,4,9,6,5.716396808624268,0,5,7,0,70,-1.0,2,safe,captured,3,1.7433386783411589,0.0,0.0,-1.0,5.499600410461426,1.0
4221,1,6,39,73,True,-1.0,-20,9,4,7,3.599398136138916,0,-5,7,1,60,1.0,2,safe,captured,3,1.280766647079337,2.0,-2.0,0.0,2.4322004318237305,0.0
4224,1,7,39,72,False,0.5,72,4,8,4,5.499600410461426,0,4,6,0,70,0.5,0,safe,harvest,4,1.7046754369557169,0.0,0.0,1.0,3.416999101638794,-1.0
4225,1,7,39,73,False,0.5,72,8,4,6,2.4322004318237305,0,-4,6,1,60,0.5,2,safe,harvest,2,0.8887963751092454,-1.0,1.0,0.0,2.165500879,0.0
4228,1,8,39,72,True,1.0,-20,4,9,4,3.416999101638794,0,5,7,0,70,-1.0,0,safe,captured,5,1.2287627102237828,0.0,0.0,-2.0,2.433199167251587,2.0
4229,1,8,39,73,True,-1.0,-20,9,4,7,2.165500879,0,-5,7,1,60,1.0,2,safe,captured,3,0.772651687583337,1.0,-1.0,0.0,4.197999477386475,0.0
4232,1,9,39,72,True,0.5,-20,4,7,6,2.433199167251587,0,3,6,0,70,0.5,2,safe,captured,1,0.8892069212202263,0.0,0.0,0.0,2.900700330734253,-0.0
4233,1,9,39,73,True,0.5,-20,7,4,6,4.197999477386475,0,-3,6,1,60,0.5,1,safe,captured,2,1.4346080969073602,-2.0,2.0,-1.0,2.7483997344970703,-1.0
4236,1,10,39,72,False,0.5,50,3,7,4,2.900700330734253,0,4,5,0,70,0.5,1,safe,harvest,3,1.0649522011942403,-1.0,-1.0,0.0,3.2668991088867188,-0.0
4237,1,10,39,73,False,0.5,50,7,3,6,2.7483997344970703,0,-4,5,1,60,0.5,1,safe,harvest,3,1.011018827572054,0.0,-0.0,0.0,2.382299900054932,0.0
4240,1,11,39,72,False,0.5,50,3,7,5,3.2668991088867188,0,4,5,0,70,0.5,2,safe,harvest,2,1.1838412502586126,0.0,0.0,0.0,4.416399002075195,-0.0
4241,1,11,39,73,False,0.5,50,7,3,6,2.382299900054932,0,-4,5,1,60,0.5,1,safe,harvest,3,0.868066365633954,0.0,-0.0,2.0,3.69879961,2.0
4244,1,12,39,72,False,0.5,72,5,7,3,4.416399002075195,0,2,6,0,70,0.5,2,safe,harvest,4,1.4853246586239377,2.0,2.0,2.0,4.367300033569336,-2.0
4245,1,12,39,73,False,0.5,72,7,5,7,3.69879961,0,-2,6,1,60,0.5,0,safe,harvest,2,1.3080083372817388,0.0,-0.0,2.0,7.313190937042236,2.0
4248,1,13,39,72,True,0.5,-20,7,9,4,4.367300033569336,0,2,8,0,70,0.5,3,safe,captured,5,1.4741449768764363,2.0,2.0,0.0,2.032399892807007,-0.0
4249,1,13,39,73,True,0.5,-20,9,7,7,7.313190937042236,0,-2,8,1,60,0.5,2,safe,captured,0,1.9896796952112354,2.0,-2.0,-3.0,2.3157007694244385,-3.0
4252,1,14,39,72,False,0.5,98,4,9,5,2.032399892807007,0,5,7,0,70,0.5,1,safe,harvest,4,0.7092173079953634,-3.0,-3.0,-2.0,3.015699863433838,2.0
4253,1,14,39,73,False,0.5,98,9,4,7,2.3157007694244385,0,-5,7,1,60,0.5,2,safe,harvest,3,0.8397123499060252,0.0,-0.0,1.0,3.0652976036071777,1.0
4256,1,15,39,72,True,0.5,-20,5,7,-1,3.015699863433838,0,2,6,0,70,0.5,6,safe,captured,8,1.1038319304172068,1.0,1.0,1.0,2.1999998092651367,-1.0
4257,1,15,39,73,True,0.5,-20,7,5,8,3.0652976036071777,0,-2,6,1,60,0.5,1,safe,captured,3,1.120144662099379,-2.0,2.0,0.0,2.648800134658813,0.0
4260,1,16,39,72,False,0.5,98,5,8,6,2.1999998092651367,0,3,7,0,70,0.5,1,safe,harvest,2,0.7884572736666012,0.0,0.0,-1.0,2.033599376678467,1.0
4261,1,16,39,73,False,0.5,98,8,5,7,2.648800134658813,0,-3,7,1,60,0.5,1,safe,harvest,2,0.9741067580885654,1.0,-1.0,1.0,2.4654998779296875,1.0
4264,1,17,39,72,False,0.5,98,6,7,5,2.033599376678467,0,1,7,0,70,0.5,1,safe,harvest,2,0.7098073149416301,1.0,1.0,2.0,2.2171993255615234,-2.0
4265,1,17,39,73,False,0.5,98,7,6,8,2.4654998779296875,0,-1,7,1,60,0.5,1,safe,harvest,2,0.9023945771706604,-1.0,1.0,-2.0,2.099001407623291,-2.0
4268,1,18,39,72,True,1.0,-20,4,9,4,2.2171993255615234,0,5,7,0,70,0.5,0,safe,captured,5,0.7962448343786943,-2.0,-2.0,-2.0,2.683999538421631,2.0
4269,1,18,39,73,True,0.5,-20,9,4,8,2.099001407623291,0,-5,7,1,60,1.0,1,safe,captured,4,0.7414617114544173,2.0,-2.0,2.0,2.5821001529693604,2.0
4272,1,19,39,72,True,0.5,-20,6,7,4,2.683999538421631,0,1,7,0,70,0.5,2,safe,captured,3,0.9873080471353635,2.0,2.0,0.0,2.016199827194214,-0.0
4273,1,19,39,73,True,0.5,-20,7,6,6,2.5821001529693604,0,-1,7,1,60,0.5,1,safe,captured,0,0.948603080583629,-2.0,2.0,-1.0,2.532100200653076,-1.0
4276,1,20,39,72,False,0.5,72,5,7,6,2.016199827194214,0,2,6,0,70,0.5,1,safe,harvest,1,0.7012144659290475,-1.0,-1.0,1.0,6.834098815917969,-1.0
4277,1,20,39,73,False,0.5,72,7,5,7,2.532100200653076,0,-2,6,1,60,0.5,0,safe,harvest,2,0.9290490772165555,0.0,-0.0,1.0,3.097900152206421,1.0
4280,1,21,39,72,True,0.5,-20,6,8,3,6.834098815917969,0,2,7,0,70,0.5,3,safe,captured,5,1.9219246130439287,1.0,1.0,-1.0,3.2662994861602783,1.0
4281,1,21,39,73,True,0.5,-20,8,6,7,3.097900152206421,0,-2,7,1,60,0.5,1,safe,captured,1,1.1307245117162235,1.0,-1.0,-2.0,2.3989007472991943,-2.0
4284,1,22,39,72,False,0.5,72,4,7,4,3.2662994861602783,0,3,6,0,70,0.5,0,safe,harvest,3,1.1836576884949832,-2.0,-2.0,0.0,2.1338000297546387,-0.0
4285,1,22,39,73,False,0.5,72,7,4,7,2.3989007472991943,0,-3,6,1,60,0.5,0,safe,harvest,3,0.875010610471134,-1.0,1.0,3.0,3.914997816085816,3.0
4288,1,23,39,72,True,0.5,-20,7,7,3,2.1338000297546387,0,0,7,0,70,0.5,4,safe,captured,4,0.7579044417196603,3.0,3.0,1.0,2.0504000186920166,-0.0
4289,1,23,39,73,True,0.5,-20,7,7,7,3.914997816085816,0,0,7,1,60,0.5,0,safe,captured,0,1.3648147716101244,0.0,-0.0,2.0,6.913589000701904,-0.0
4292,1,24,39,72,True,0.5,-20,9,8,5,2.0504000186920166,0,-1,9,0,70,0.5,4,safe,captured,3,0.7180349051840024,2.0,0.0,1.0,2.583700656890869,1.0
4293,1,24,39,73,True,0.5,-20,8,9,7,6.913589000701904,0,1,9,1,60,0.5,1,safe,captured,2,1.9334888952289087,1.0,0.0,-3.0,3.6816985607147217,3.0
4296,1,25,39,72,True,-1.0,-20,6,9,8,2.583700656890869,0,3,8,0,70,0.5,2,safe,captured,1,0.949222734353347,-3.0,3.0,-2.0,5.0161967277526855,2.0
4297,1,25,39,73,True,0.5,-20,9,6,8,3.6816985607147217,0,-3,8,1,60,-1.0,1,safe,captured,2,1.3033742111039004,1.0,1.0,-2.0,3.6149981021881104,-2.0
4300,1,26,39,72,False,0.5,72,4,7,5,5.0161967277526855,0,3,6,0,70,0.5,1,safe,harvest,2,1.6126720226079223,-2.0,-2.0,1.0,4.483000278,-1.0
4301,1,26,39,73,False,0.5,72,7,4,7,3.6149981021881104,0,-3,6,1,60,0.5,0,safe,harvest,3,1.285091330628048,-2.0,2.0,0.0,2.4816997051239014,0.0
4304,1,27,39,72,False,0.5,72,4,8,4,4.483000278,0,4,6,0,70,0.5,0,safe,harvest,4,1.500292527185346,0.0,0.0,-1.0,4.299998760223389,1.0
4305,1,27,39,73,False,0.5,72,8,4,7,2.4816997051239014,0,-4,6,1,60,0.5,1,safe,harvest,3,0.9089436903908912,1.0,-1.0,0.0,3.1004998683929443,0.0
4308,1,28,39,72,True,0.5,-20,4,7,6,4.299998760223389,0,3,6,0,70,0.5,2,safe,captured,1,1.458614734379333,0.0,0.0,2.0,2.4498000144958496,-2.0
4309,1,28,39,73,True,0.5,-20,7,4,7,3.1004998683929443,0,-3,6,1,60,0.5,0,safe,captured,3,1.131563346360752,-1.0,1.0,0.0,2.7492992877960205,0.0
4312,1,29,39,72,False,0.5,98,4,9,4,2.4498000144958496,0,5,7,0,70,0.25,0,safe,harvest,5,0.8960063944886043,0.0,0.0,-4.0,2.0662996768951416,4.0
4313,1,29,39,73,False,0.25,98,9,4,7,2.7492992877960205,0,-5,7,1,60,0.5,2,safe,harvest,3,1.011346074772503,2.0,-2.0,0.0,8.0,0.0
4202,2,1,39,72,False,0.5,18,3,3,-1,4.065799236297607,1,0,3,0,70,0.5,4,dangerous,harvest,4,1.4026103377691082,,,2.0,2.466599941253662,-0.0
4203,2,1,39,73,False,0.5,18,3,3,6,2.165700912475586,1,0,3,1,60,0.5,3,dangerous,harvest,3,0.7727440561615556,,,1.0,1.765800952911377,-0.0
4206,2,2,39,72,True,0.5,-20,4,5,4,2.466599941253662,1,1,5,0,70,0.5,0,dangerous,captured,1,0.9028406603330238,1.0,0.0,0.0,3.6172995567321777,-0.0
4207,2,2,39,73,True,0.5,-20,5,4,5,1.765800952911377,1,-1,5,1,60,0.5,0,dangerous,captured,1,0.5686043851337309,2.0,0.0,0.0,4.364798069000244,0.0
4210,2,3,39,72,False,0.5,50,4,5,4,3.6172995567321777,1,1,5,0,70,0.5,0,dangerous,harvest,1,1.2857277686537738,0.0,0.0,-1.0,1.982599735260009,1.0
4211,2,3,39,73,False,0.5,50,5,4,5,4.364798069000244,1,-1,5,1,60,0.5,0,dangerous,harvest,1,1.4735719268240501,0.0,-0.0,-1.0,1.683100700378418,-1.0
4214,2,4,39,72,True,0.5,-20,3,4,3,1.982599735260009,1,1,4,0,70,0.5,0,dangerous,captured,1,0.6844089810849298,-1.0,-1.0,1.0,2.666898488998413,-1.0
4215,2,4,39,73,True,0.5,-20,4,3,5,1.683100700378418,1,-1,4,1,60,0.5,1,dangerous,captured,2,0.5206377472739644,-1.0,1.0,0.0,1.765800952911377,0.0
4218,2,5,39,72,False,0.5,32,3,5,4,2.666898488998413,1,2,4,0,70,0.5,1,dangerous,harvest,1,0.9809161826076443,0.0,0.0,0.0,2.13319993,-0.0
4219,2,5,39,73,False,0.5,32,5,3,4,1.765800952911377,1,-2,4,1,60,0.5,1,dangerous,harvest,1,0.5686043851337309,1.0,-1.0,1.0,2.815300226211548,1.0
4222,2,6,39,72,False,0.5,50,4,5,3,2.13319993,1,1,5,0,70,0.5,1,dangerous,harvest,2,0.7576231669297586,1.0,1.0,0.0,1.484100341796875,-0.0
4223,2,6,39,73,False,0.5,50,5,4,5,2.815300226211548,1,-1,5,1,60,0.5,0,dangerous,harvest,1,1.0350689082001008,0.0,-0.0,-1.0,1.6660007238388062,-1.0
4226,2,7,39,72,False,0.5,32,3,5,2,1.484100341796875,1,2,4,0,70,0.5,1,dangerous,harvest,3,0.3948087582254341,-1.0,-1.0,3.0,2.1832995414733887,-3.0
4227,2,7,39,73,False,0.5,32,5,3,5,1.6660007238388062,1,-2,4,1,60,0.5,0,dangerous,harvest,2,0.510425978221631,0.0,-0.0,2.0,1.9822006225585933,2.0
4230,2,8,39,72,False,0.5,98,5,8,4,2.1832995414733887,1,3,7,0,70,0.5,1,dangerous,harvest,4,0.7808372836715171,2.0,2.0,-3.0,1.416699767112732,3.0
4231,2,8,39,73,False,0.5,98,8,5,6,1.9822006225585933,1,-3,7,1,60,0.5,2,dangerous,harvest,1,0.684207653064982,3.0,-3.0,-2.0,1.516000747680664,-2.0
4234,2,9,39,72,False,0.5,32,3,5,3,1.416699767112732,1,2,4,0,70,0.5,0,dangerous,harvest,2,0.3483300590160099,-2.0,-2.0,2.0,8.0,-2.0
4235,2,9,39,73,False,0.5,32,5,3,6,1.516000747680664,1,-2,4,1,60,0.5,1,dangerous,harvest,3,0.41607578041310844,-3.0,3.0,1.0,1.4828006029129028,1.0
4238,2,10,39,72,True,0.25,-20,4,7,4,8.0,1,3,6,0,70,0.5,0,dangerous,captured,3,2.0794415416798357,1.0,1.0,-6.0,8.0,6.0
4239,2,10,39,73,True,0.5,-20,7,4,6,1.4828006029129028,1,-3,6,1,60,0.25,1,dangerous,captured,2,0.39393259889868903,2.0,-2.0,1.0,3.099198818206787,1.0
4242,2,11,39,72,False,0.5,18,5,1,-1,8.0,1,-4,3,0,70,0.5,6,dangerous,harvest,2,2.0794415416798357,1.0,1.0,4.0,4.516798973083496,4.0
4243,2,11,39,73,False,0.5,18,1,5,5,3.099198818206787,1,4,3,1,60,0.5,4,dangerous,harvest,0,1.131143632348499,-6.0,6.0,-1.0,3.148599147796631,1.0
4246,2,12,39,72,False,0.5,50,4,5,2,4.516798973083496,1,1,5,0,70,0.5,2,dangerous,harvest,3,1.507803551162186,-1.0,1.0,2.0,5.000696659088135,-2.0
4247,2,12,39,73,False,0.5,50,5,4,6,3.148599147796631,1,-1,5,1,60,0.5,1,dangerous,harvest,2,1.146957638937309,4.0,4.0,1.0,2.365600824356079,1.0
