,block,trial,room,subID,attack,selfBlame,jointMoney,partnerStep,playerStep,prediction,step_rt,predatorType,player_partner_diff,finalStep,playerID,confidence,partnerBlame,abs_pred_error,predator,outcome,abs_player_pred_diff,log_step_rt,partner_changed,partner_changed_rel,player_change,future_step_rt,player_change_rel
8525,1,2,75,145,False,0.25,98,6,7,7,3.2318999767303467,0,1,7,1,60,0.75,1,safe,harvest,0,1.1730701923861278,-2.0,2.0,0.0,2.765299320220948,-0.0
8528,1,3,75,144,True,0.25,-20,7,6,6,4.137398243,0,-1,7,0,80,0.5,1,safe,captured,0,1.4200671465638899,0.0,-0.0,0.0,2.836100816726685,0.0
8529,1,3,75,145,True,0.5,-20,6,7,-1,2.765299320220948,0,1,7,1,60,0.25,7,safe,captured,8,1.0171488823598043,0.0,0.0,-1.0,3.682598829269409,1.0
8532,1,4,75,144,False,0.5,72,6,6,6,2.836100816726685,0,0,6,0,80,0.5,0,safe,harvest,0,1.042430156954354,-1.0,1.0,0.0,2.435801744,-0.0
8533,1,4,75,145,False,0.5,72,6,6,6,3.682598829269409,0,0,6,1,60,0.5,0,safe,harvest,0,1.3036187065422289,0.0,0.0,0.0,2.090998888015747,-0.0
8536,1,5,75,144,True,0.5,-20,6,6,6,2.435801744,0,0,6,0,80,0.5,0,safe,captured,0,0.890275960657151,0.0,0.0,0.0,2.5192012786865234,-0.0
8537,1,5,75,145,True,0.5,-20,6,6,6,2.090998888015747,0,0,6,1,60,0.5,0,safe,captured,0,0.737641888650921,0.0,0.0,-1.0,2.522899627685547,0.0
8540,1,6,75,144,False,0.5,72,5,6,6,2.5192012786865234,0,1,6,0,80,0.5,1,safe,harvest,0,0.9239418983809715,-1.0,-0.0,0.0,2.4357011318206787,-0.0
8541,1,6,75,145,False,0.5,72,6,5,5,2.522899627685547,0,-1,6,1,60,0.5,1,safe,harvest,0,0.9254088859446685,0.0,0.0,0.0,2.2502999305725098,0.0
8544,1,7,75,144,False,0.75,72,5,6,6,2.4357011318206787,0,1,6,0,80,0.5,1,safe,harvest,0,0.8902346542341023,0.0,0.0,0.0,2.5526015758514404,-0.0
8545,1,7,75,145,False,0.5,72,6,5,5,2.2502999305725098,0,-1,6,1,60,0.75,1,safe,harvest,0,0.8110635098090141,0.0,-0.0,0.0,2.6332993507385254,0.0
8548,1,8,75,144,False,0.75,72,5,6,6,2.5526015758514404,0,1,6,0,80,0.5,1,safe,harvest,0,0.9371130649177634,0.0,0.0,0.0,2.502600908279419,-0.0
8549,1,8,75,145,False,0.5,72,6,5,5,2.6332993507385254,0,-1,6,1,60,0.75,1,safe,harvest,0,0.9682375659387602,0.0,-0.0,0.0,2.140799045562744,0.0
8552,1,9,75,144,False,0.75,72,5,6,6,2.502600908279419,0,1,6,0,80,0.5,1,safe,harvest,0,0.9173305543830675,0.0,0.0,0.0,2.218701839447021,-0.0
8553,1,9,75,145,False,0.5,72,6,5,5,2.140799045562744,0,-1,6,1,60,0.75,1,safe,harvest,0,0.7611791451196214,0.0,-0.0,0.0,1.5818997621536257,0.0
8556,1,10,75,144,True,0.75,-20,5,6,6,2.218701839447021,0,1,6,0,80,0.5,1,safe,captured,0,0.7969222678412837,0.0,0.0,0.0,1.9853020906448364,-0.0
8557,1,10,75,145,True,0.5,-20,6,5,5,1.5818997621536257,0,-1,6,1,60,0.75,1,safe,captured,0,0.458626505867512,0.0,-0.0,0.0,1.658399224281311,0.0
8560,1,11,75,144,True,0.75,-20,5,6,6,1.9853020906448364,0,1,6,0,80,0.5,1,safe,captured,0,0.6857710892827688,0.0,0.0,0.0,2.135401725769043,-0.0
8561,1,11,75,145,True,0.5,-20,6,5,5,1.658399224281311,0,-1,6,1,60,0.75,1,safe,captured,0,0.5058528143880637,0.0,-0.0,0.0,2.0349996089935303,0.0
8564,1,12,75,144,False,0.75,72,5,6,6,2.135401725769043,0,1,6,0,80,0.5,1,safe,harvest,0,0.7586547909330613,0.0,0.0,0.0,2.1688015460968018,-0.0
8565,1,12,75,145,False,0.5,72,6,5,5,2.0349996089935303,0,-1,6,1,60,0.75,1,safe,harvest,0,0.7104956267537685,0.0,-0.0,2.0,4.973902702331543,2.0
8568,1,13,75,144,False,0.25,98,7,6,6,2.1688015460968018,0,-1,7,0,80,0.5,1,safe,harvest,0,0.77417473208329,2.0,2.0,0.0,3.053100586,0.0
8569,1,13,75,145,False,0.5,98,6,7,6,4.973902702331543,0,1,7,1,60,0.25,0,safe,harvest,1,1.6042047839376863,0.0,-0.0,0.0,2.306699752807617,-0.0
8572,1,14,75,144,False,0.25,98,7,6,6,3.053100586,0,-1,7,0,80,0.5,1,safe,harvest,0,1.116157659819905,0.0,-0.0,0.0,2.302302122116089,0.0
8573,1,14,75,145,False,0.5,98,6,7,7,2.306699752807617,0,1,7,1,60,0.25,1,safe,harvest,0,0.8358178245613228,0.0,0.0,-1.0,3.224397659301758,1.0
8576,1,15,75,144,False,0.5,72,6,6,6,2.302302122116089,0,0,6,0,80,0.5,0,safe,harvest,0,0.8339095450051944,-1.0,1.0,0.0,2.052001953,-0.0
8577,1,15,75,145,False,0.5,72,6,6,6,3.224397659301758,0,0,6,1,60,0.5,0,safe,harvest,0,1.1707461604940834,0.0,0.0,-1.0,1.6577999591827393,0.0
8580,1,16,75,144,True,0.75,-20,5,6,6,2.052001953,0,1,6,0,80,0.5,1,safe,captured,0,0.7188158790624561,-1.0,-0.0,0.0,2.5192012786865234,-0.0
8581,1,16,75,145,True,0.5,-20,6,5,5,1.6577999591827393,0,-1,6,1,60,0.75,1,safe,captured,0,0.5054913975539466,0.0,0.0,0.0,1.2167999744415283,0.0
8584,1,17,75,144,False,0.75,72,5,6,6,2.5192012786865234,0,1,6,0,80,0.5,1,safe,harvest,0,0.9239418983809715,0.0,0.0,0.0,2.7861013412475586,-0.0
8585,1,17,75,145,False,0.5,72,6,5,5,1.2167999744415283,0,-1,6,1,60,0.75,1,safe,harvest,0,0.19622444095828467,0.0,-0.0,1.0,1.7329000234603882,1.0
8588,1,18,75,144,False,0.5,72,6,6,6,2.7861013412475586,0,0,6,0,80,-1.0,0,safe,harvest,0,1.0246432498746456,1.0,1.0,1.0,2.902899980545044,-0.0
8589,1,18,75,145,False,-1.0,72,6,6,6,1.7329000234603882,0,0,6,1,60,0.5,0,safe,harvest,0,0.5497963192022864,0.0,-0.0,-1.0,4.941899776,0.0
8592,1,19,75,144,False,0.5,72,5,7,6,2.902899980545044,0,2,6,0,80,0.5,1,safe,harvest,1,1.0657102306236081,-1.0,-0.0,0.0,2.9196014404296875,-0.0
8593,1,19,75,145,False,0.5,72,7,5,6,4.941899776,0,-2,6,1,60,0.5,1,safe,harvest,1,1.597749827312212,1.0,0.0,2.0,8.0,2.0
8596,1,20,75,144,False,0.5,98,7,7,6,2.9196014404296875,0,0,7,0,80,0.5,1,safe,harvest,1,1.071447113960641,2.0,2.0,-1.0,2.652801275253296,0.0
8597,1,20,75,145,False,0.5,98,7,7,7,8.0,0,0,7,1,60,0.5,0,safe,harvest,0,2.0794415416798357,0.0,-0.0,0.0,2.031899929046631,-0.0
8600,1,21,75,144,False,0.25,98,7,6,6,2.652801275253296,0,-1,7,0,80,0.5,1,safe,harvest,0,0.9756161666784517,0.0,0.0,0.0,3.370000123977661,0.0
8601,1,21,75,145,False,0.5,98,6,7,6,2.031899929046631,0,1,7,1,60,0.25,0,safe,harvest,1,0.7089712809871149,-1.0,-0.0,-1.0,2.149399518966675,1.0
8604,1,22,75,144,False,0.5,72,6,6,6,3.370000123977661,0,0,6,0,80,0.5,0,safe,harvest,0,1.2149127811528933,-1.0,1.0,1.0,2.502500295639038,-0.0
8605,1,22,75,145,False,0.5,72,6,6,6,2.149399518966675,0,0,6,1,60,0.5,0,safe,harvest,0,0.765188509626005,0.0,0.0,0.0,4.0900983810424805,-0.0
8608,1,23,75,144,False,0.75,98,6,7,6,2.502500295639038,0,1,7,0,80,0.5,0,safe,harvest,1,0.9172903503447094,0.0,0.0,-1.0,2.0521020889282227,1.0
8609,1,23,75,145,False,0.5,98,7,6,6,4.0900983810424805,0,-1,7,1,60,0.75,1,safe,harvest,0,1.4085690238100328,1.0,0.0,-1.0,3.5572009086608887,-1.0
8612,1,24,75,144,False,0.75,72,5,6,6,2.0521020889282227,0,1,6,0,80,0.5,1,safe,harvest,0,0.7188646770106658,-1.0,-1.0,1.0,3.5201005935668945,-1.0
8613,1,24,75,145,False,0.5,72,6,5,6,3.5572009086608887,0,-1,6,1,60,0.75,0,safe,harvest,1,1.268973973986048,-1.0,1.0,1.0,2.324700355529785,1.0
8616,1,25,75,144,True,0.75,-20,6,7,6,3.5201005935668945,0,1,7,0,80,0.5,0,safe,captured,1,1.2584895669195384,1.0,1.0,0.0,3.6203997135162354,-0.0
8617,1,25,75,145,True,0.5,-20,7,6,6,2.324700355529785,0,-1,7,1,60,0.75,1,safe,captured,0,0.8435911513916358,1.0,-1.0,-1.0,2.024299144744873,-1.0
8620,1,26,75,144,True,0.5,-20,5,7,6,3.6203997135162354,0,2,6,0,80,0.5,1,safe,captured,1,1.2865844378404576,-1.0,-1.0,0.0,3.136500358581543,-0.0
8621,1,26,75,145,True,0.5,-20,7,5,5,2.024299144744873,0,-2,6,1,60,0.5,2,safe,captured,0,0.7052235392910471,0.0,-0.0,0.0,2.1325998306274414,0.0
8624,1,27,75,144,False,0.5,72,5,7,6,3.136500358581543,0,2,6,0,80,0.5,1,safe,harvest,1,1.1431076428800306,0.0,0.0,0.0,2.719401597976685,-0.0
8625,1,27,75,145,False,0.5,72,7,5,5,2.1325998306274414,0,-2,6,1,60,0.5,2,safe,harvest,0,0.7573418131812513,0.0,-0.0,2.0,2.665799617767334,2.0
8628,1,28,75,144,False,0.5,98,7,7,6,2.719401597976685,0,0,7,0,80,0.5,1,safe,harvest,1,1.0004118553603265,2.0,2.0,-1.0,1.901901841163636,0.0
8629,1,28,75,145,False,0.5,98,7,7,6,2.665799617767334,0,0,7,1,60,0.5,1,safe,harvest,1,0.9805040568039209,0.0,-0.0,0.0,2.398900032043457,-0.0
8632,1,29,75,144,True,0.25,-20,7,6,6,1.901901841163636,0,-1,7,0,80,0.5,1,safe,captured,0,0.6428543545704369,0.0,0.0,0.0,2.0187020301818848,0.0
8633,1,29,75,145,True,0.5,-20,6,7,6,2.398900032043457,0,1,7,1,60,0.25,0,safe,captured,1,0.875010312311302,-1.0,-0.0,-1.0,2.8329014778137207,1.0
8522,2,1,75,144,False,-1.0,18,1,4,4,3.069801092147827,1,3,3,0,80,0.5,3,dangerous,harvest,0,1.1216127686687625,,,0.0,2.919600725,-0.0
8523,2,1,75,145,False,0.5,50,4,6,6,2.8487002849578857,1,2,5,1,60,-1.0,2,dangerous,harvest,0,1.046862849896872,,,-1.0,1.8413997888565063,1.0
8526,2,2,75,144,False,0.25,50,5,4,4,2.919600725,1,-1,5,0,80,0.5,1,dangerous,harvest,0,1.0714468689169974,4.0,4.0,0.0,2.701700687408448,0.0
8527,2,2,75,145,False,0.5,50,4,5,5,1.8413997888565063,1,1,5,1,60,0.25,1,dangerous,harvest,0,0.610526037206948,0.0,0.0,0.0,2.2078986167907715,-0.0
8530,2,3,75,144,True,0.25,-20,5,4,4,2.701700687408448,1,-1,5,0,80,0.5,1,dangerous,captured,0,0.9938814589418296,0.0,-0.0,0.0,2.068802118301392,0.0
8531,2,3,75,145,True,0.5,-20,4,5,5,2.2078986167907715,1,1,5,1,60,0.25,1,dangerous,captured,0,0.7920412110521355,0.0,0.0,-1.0,2.4413986206054688,1.0
8534,2,4,75,144,False,0.5,32,4,4,4,2.068802118301392,1,0,4,0,80,0.5,0,dangerous,harvest,0,0.7269697529625188,-1.0,1.0,1.0,4.037499904632568,-0.0
8535,2,4,75,145,False,0.5,32,4,4,4,2.4413986206054688,1,0,4,1,60,0.5,0,dangerous,harvest,0,0.8925710802519562,0.0,0.0,3.0,7.889505863189697,-0.0
8538,2,5,75,144,False,0.25,72,7,5,4,4.037499904632568,1,-2,6,0,80,0.5,3,dangerous,harvest,1,1.395625664928358,3.0,0.0,0.0,3.119800567626953,0.0
8539,2,5,75,145,False,0.5,72,5,7,7,7.889505863189697,1,2,6,1,60,0.25,2,dangerous,harvest,0,2.0655335046569707,1.0,0.0,-1.0,2.2243010997772217,1.0
8542,2,6,75,144,True,0.25,-20,6,5,4,3.119800567626953,1,-1,6,0,80,0.5,2,dangerous,captured,1,1.1377690791459936,-1.0,1.0,-1.0,2.4190011024475098,-1.0
8543,2,6,75,145,True,0.5,-20,5,6,6,2.2243010997772217,1,1,6,1,60,0.25,1,dangerous,captured,0,0.799442753814876,0.0,0.0,-1.0,2.866999387741089,1.0
8546,2,7,75,144,True,0.25,-20,5,4,4,2.4190011024475098,1,-1,5,0,80,0.5,1,dangerous,captured,0,0.883354687372933,-1.0,1.0,0.0,1.7684016227722168,0.0
8547,2,7,75,145,True,0.5,-20,4,5,5,2.866999387741089,1,1,5,1,60,0.25,1,dangerous,captured,0,1.053265973347352,-1.0,-1.0,-1.0,3.549101114273072,1.0
8550,2,8,75,144,False,0.5,32,4,4,4,1.7684016227722168,1,0,4,0,80,0.5,0,dangerous,harvest,0,0.5700761006195056,-1.0,1.0,0.0,2.5860016345977783,-0.0
8551,2,8,75,145,False,0.5,32,4,4,4,3.549101114273072,1,0,4,1,60,0.5,0,dangerous,harvest,0,1.2666943641779351,0.0,0.0,-1.0,2.107698917388916,0.0
8554,2,9,75,144,True,0.75,-20,3,4,4,2.5860016345977783,1,1,4,0,80,0.5,1,dangerous,captured,0,0.9501129124445079,-1.0,-0.0,0.0,2.085501909255981,-0.0
8555,2,9,75,145,True,0.5,-20,4,3,4,2.107698917388916,1,-1,4,1,60,0.75,0,dangerous,captured,1,0.7455967919150125,0.0,0.0,2.0,2.408198595046997,2.0
8558,2,10,75,144,False,0.25,50,5,4,4,2.085501909255981,1,-1,5,0,80,0.5,1,dangerous,harvest,0,0.7350095501452043,2.0,2.0,1.0,2.6526012420654297,1.0
8559,2,10,75,145,False,0.5,50,4,5,5,2.408198595046997,1,1,5,1,60,0.25,1,dangerous,harvest,0,0.8788789970720231,0.0,-0.0,1.0,2.941300392150879,-1.0
8562,2,11,75,144,False,0.5,72,6,5,4,2.6526012420654297,1,-1,6,0,80,0.5,2,dangerous,harvest,1,0.9755407593225318,1.0,-1.0,0.0,2.2523019313812256,0.0
8563,2,11,75,145,False,0.5,72,5,6,7,2.941300392150879,1,1,6,1,60,0.5,2,dangerous,harvest,1,1.078851793815645,1.0,1.0,0.0,1.7578994035720823,-0.0
8566,2,12,75,144,True,0.25,-20,6,5,4,2.2523019313812256,1,-1,6,0,80,0.5,2,dangerous,captured,1,0.8119527738399126,0.0,-0.0,0.0,1.6516010761260986,0.0
8567,2,12,75,145,True,0.5,-20,5,6,6,1.7578994035720823,1,1,6,1,60,0.25,1,dangerous,captured,0,0.5641195755393241,0.0,0.0,-2.0,1.5076998472213743,2.0
8570,2,13,75,144,False,0.75,50,4,5,4,1.6516010761260986,1,1,5,0,80,0.5,0,dangerous,harvest,1,0.5017451665954,-2.0,2.0,-1.0,2.3023016452789307,1.0
8571,2,13,75,145,False,0.5,50,5,4,5,1.5076998472213743,1,-1,5,1,60,0.75,0,dangerous,harvest,1,0.4105852094704857,0.0,0.0,0.0,1.6910994052886963,0.0
8574,2,14,75,144,False,0.5,32,4,4,4,2.3023016452789307,1,0,4,0,80,0.5,0,dangerous,harvest,0,0.8339093378919736,0.0,0.0,1.0,1.6849018335342407,-0.0
8575,2,14,75,145,False,0.5,32,4,4,5,1.6910994052886963,1,0,4,1,60,0.5,1,dangerous,harvest,1,0.5253788531021589,-1.0,1.0,-1.0,2.599200487136841,0.0
8578,2,15,75,144,False,0.5,32,3,5,4,1.6849018335342407,1,2,4,0,80,0.5,1,dangerous,harvest,1,0.5217073030770777,-1.0,-0.0,-1.0,2.2022018432617188,1.0
8579,2,15,75,145,False,0.5,32,5,3,-1,2.599200487136841,1,-2,4,1,60,0.5,6,dangerous,harvest,4,0.9552038927907264,1.0,0.0,3.0,1.9744987487792969,3.0
8582,2,16,75,144,False,0.25,50,6,4,4,2.2022018432617188,1,-2,5,0,80,0.5,2,dangerous,harvest,0,0.78945769770623,3.0,3.0,1.0,2.269001245498657,1.0
8583,2,16,75,145,False,0.5,50,4,6,6,1.9744987487792969,1,2,5,1,60,0.25,2,dangerous,harvest,0,0.6803145680544685,-1.0,1.0,0.0,2.523998498916626,-0.0
8586,2,17,75,144,False,0.25,72,6,5,4,2.269001245498657,1,-1,6,0,80,0.5,2,dangerous,harvest,1,0.8193397547171912,0.0,-0.0,1.0,3.453299760818481,1.0
8587,2,17,75,145,False,0.5,72,5,6,6,2.523998498916626,1,1,6,1,60,0.25,1,dangerous,harvest,0,0.9258443499547907,1.0,1.0,-1.0,1.9409995079040527,1.0
8590,2,18,75,144,False,0.75,72,5,6,5,3.453299760818481,1,1,6,0,80,0.5,0,dangerous,harvest,1,1.2393302263452604,-1.0,1.0,-1.0,1.6195013523101809,1.0
8591,2,18,75,145,False,0.5,72,6,5,6,1.9409995079040527,1,-1,6,1,60,0.75,0,dangerous,harvest,1,0.6632030506598203,1.0,1.0,1.0,2.28269887,1.0
8594,2,19,75,144,True,0.25,-20,6,5,4,1.6195013523101809,1,-1,6,0,80,0.5,2,dangerous,captured,1,0.48211829464599054,1.0,1.0,0.0,1.8352015018463133,0.0
8595,2,19,75,145,True,0.5,-20,5,6,6,2.28269887,1,1,6,1,60,0.25,1,dangerous,captured,0,0.8253584578405092,-1.0,1.0,0.0,3.5411996841430664,-0.0
8598,2,20,75,144,True,0.25,-20,6,5,4,1.8352015018463133,1,-1,6,0,80,0.5,2,dangerous,captured,1,0.6071542857482977,0.0,-0.0,-1.0,1.601601243019104,-1.0
8599,2,20,75,145,True,0.5,-20,5,6,7,3.5411996841430664,1,1,6,1,60,0.25,2,dangerous,captured,1,1.264465563559866,0.0,0.0,-2.0,1.9492992162704468,2.0
8602,2,21,75,144,False,0.5,32,4,4,4,1.601601243019104,1,0,4,0,80,0.5,0,dangerous,harvest,0,0.4710039056893471,-2.0,2.0,1.0,2.452201128005981,-0.0
8603,2,21,75,145,False,0.5,32,4,4,4,1.9492992162704468,1,0,4,1,60,0.5,0,dangerous,harvest,0,0.6674699317129619,-1.0,-1.0,1.0,1.999199628829956,-0.0
8606,2,22,75,144,False,0.5,50,5,5,4,2.452201128005981,1,0,5,0,80,0.5,1,dangerous,harvest,1,0.8969860408135892,1.0,0.0,0.0,1.5850014686584473,-0.0
8607,2,22,75,145,False,0.5,50,5,5,5,1.999199628829956,1,0,5,1,60,0.5,0,dangerous,harvest,0,0.6927469148793026,1.0,0.0,1.0,2.774099111557007,-0.0
8610,2,23,75,144,True,0.25,-20,6,5,5,1.5850014686584473,1,-1,6,0,80,0.5,1,dangerous,captured,0,0.4605853339272041,1.0,0.0,0.0,1.6683014631271362,0.0
8611,2,23,75,145,True,0.5,-20,5,6,6,2.774099111557007,1,1,6,1,60,0.25,1,dangerous,captured,0,1.0203260500060078,0.0,0.0,-3.0,3.2656986713409424,3.0
8614,2,24,75,144,False,0.5,32,3,5,5,1.6683014631271362,1,2,4,0,80,0.5,2,dangerous,harvest,0,0.5118060208959117,-3.0,3.0,-1.0,1.5683014392852783,1.0
8615,2,24,75,145,False,0.5,32,5,3,3,3.2656986713409424,1,-2,4,1,60,0.5,2,dangerous,harvest,0,1.1834737279957475,0.0,0.0,3.0,3.307698965072632,3.0
8618,2,25,75,144,False,0.25,50,6,4,4,1.5683014392852783,1,-2,5,0,80,0.5,2,dangerous,harvest,0,0.4499931478937631,3.0,3.0,0.0,1.4348011016845703,0.0
8619,2,25,75,145,False,0.5,50,4,6,6,3.307698965072632,1,2,5,1,60,0.25,2,dangerous,harvest,0,1.1962527709263773,-1.0,1.0,0.0,2.1996991634368896,-0.0
8622,2,26,75,144,True,0.25,-20,6,4,4,1.4348011016845703,1,-2,5,0,80,0.5,2,dangerous,captured,0,0.36102623450714977,0.0,-0.0,1.0,3.0030996799468994,1.0
8623,2,26,75,145,True,0.5,-20,4,6,6,2.1996991634368896,1,2,5,1,60,0.25,2,dangerous,captured,0,0.7883206071216489,0.0,0.0,-3.0,3.915400743484497,3.0
8626,2,27,75,144,False,0.75,32,3,5,5,3.0030996799468994,1,2,4,0,80,0.5,2,dangerous,harvest,0,1.0996449819058136,-3.0,3.0,-1.0,2.235701799,1.0
8627,2,27,75,145,False,0.5,32,5,3,-1,3.915400743484497,1,-2,4,1,60,0.75,6,dangerous,harvest,4,1.3649176852475267,1.0,1.0,2.0,1.9662997722625728,2.0
8630,2,28,75,144,False,0.25,50,5,4,4,2.235701799,1,-1,5,0,80,0.5,1,dangerous,harvest,0,0.8045551828034311,2.0,2.0,0.0,2.4526009559631348,0.0
8631,2,28,75,145,False,0.5,50,4,5,5,1.9662997722625728,1,1,5,1,60,0.25,1,dangerous,harvest,0,0.6761534883630821,-1.0,1.0,0.0,1.9414989948272705,-0.0
8634,2,29,75,144,False,0.25,50,5,4,5,2.4526009559631348,1,-1,5,0,80,0.5,0,dangerous,harvest,1,0.8971490761211081,0.0,-0.0,1.0,1.2679007053375244,1.0
8635,2,29,75,145,False,0.5,50,4,5,6,1.9414989948272705,1,1,5,1,60,0.25,2,dangerous,harvest,1,0.6634603524594846,0.0,0.0,2.0,3.0993001461029053,-2.0
8640,1,1,76,146,True,-1.0,-20,8,8,-1,8.0,1,0,8,0,70,-1.0,9,dangerous,captured,9,2.0794415416798357,,,-5.0,6.799692153930664,0.0
8641,1,1,76,147,True,-1.0,-20,1,8,4,8.0,1,7,5,1,80,-1.0,3,dangerous,captured,4,2.0794415416798357,,,-5.0,2.4842002391815186,5.0
8644,1,2,76,146,False,-1.0,18,3,3,-1,6.799692153930664,1,0,3,0,70,0.5,4,dangerous,harvest,4,1.916877339676492,-5.0,-0.0,3.0,4.116197586,-0.0
8645,1,2,76,147,False,0.5,18,3,3,3,2.4842002391815186,1,0,3,1,80,-1.0,0,dangerous,harvest,0,0.9099507724090556,2.0,2.0,1.0,3.634700298309326,-0.0
8648,1,3,76,146,True,0.75,-20,4,6,6,4.116197586,1,2,5,0,70,0.25,2,dangerous,captured,0,1.414929821192808,1.0,0.0,-5.0,8.0,5.0
8649,1,3,76,147,True,0.25,-20,6,4,4,3.634700298309326,1,-2,5,1,80,0.75,2,dangerous,captured,0,1.29052665870312,3.0,0.0,-1.0,1.2158002853393557,-1.0
8652,1,4,76,146,False,-1.0,8,3,1,-1,8.0,1,-2,2,0,70,0.5,4,dangerous,harvest,2,2.0794415416798357,-1.0,-1.0,0.0,8.0,0.0
8653,1,4,76,147,False,0.5,8,1,3,3,1.2158002853393557,1,2,2,1,80,-1.0,2,dangerous,harvest,0,0.1954025310251337,-5.0,5.0,0.0,1.7666007280349731,-0.0
8656,1,5,76,146,False,0.5,8,3,1,-1,8.0,1,-2,2,0,70,0.5,4,dangerous,harvest,2,2.0794415416798357,0.0,-0.0,3.0,8.0,3.0
8657,1,5,76,147,False,0.5,8,1,3,4,1.7666007280349731,1,2,2,1,80,0.5,3,dangerous,harvest,1,0.5690572074396291,0.0,0.0,0.0,1.4338006973266602,-0.0
8660,1,6,76,146,False,-1.0,32,3,4,-1,8.0,1,1,4,0,70,0.25,4,dangerous,harvest,5,2.0794415416798357,0.0,-0.0,1.0,5.116693496704102,-1.0
8661,1,6,76,147,False,0.25,32,4,3,3,1.4338006973266602,1,-1,4,1,80,-1.0,1,dangerous,harvest,0,0.36032874878514265,3.0,3.0,0.0,1.5334010124206543,0.0
8664,1,7,76,146,False,-1.0,32,3,5,8,5.116693496704102,1,2,4,0,70,0.5,5,dangerous,harvest,3,1.6325084290068732,0.0,0.0,3.0,8.0,-3.0
8665,1,7,76,147,False,0.5,32,5,3,4,1.5334010124206543,1,-2,4,1,80,-1.0,1,dangerous,harvest,1,0.4274881523880725,1.0,-1.0,1.0,1.832700252532959,1.0
8668,1,8,76,146,False,0.5,72,4,8,7,8.0,1,4,6,0,70,0.25,3,dangerous,harvest,1,2.0794415416798357,1.0,1.0,-3.0,3.0333993434906006,3.0
8669,1,8,76,147,False,0.25,72,8,4,3,1.832700252532959,1,-4,6,1,80,0.5,5,dangerous,harvest,1,0.6057904271345359,3.0,-3.0,0.0,2.033600091934204,0.0
8672,1,9,76,146,False,0.75,50,4,5,4,3.0333993434906006,1,1,5,0,70,0.5,0,dangerous,harvest,1,1.1096838862082226,0.0,0.0,0.0,5.666492462158203,-0.0
8673,1,9,76,147,False,0.5,50,5,4,7,2.033600091934204,1,-1,5,1,80,0.75,2,dangerous,harvest,3,0.7098076666606656,-3.0,3.0,0.0,2.833399772644043,0.0
8676,1,10,76,146,False,0.75,50,4,5,8,5.666492462158203,1,1,5,0,70,0.5,4,dangerous,harvest,3,1.7345703129434804,0.0,0.0,-4.0,8.0,4.0
8677,1,10,76,147,False,0.5,50,5,4,7,2.833399772644043,1,-1,5,1,80,0.75,2,dangerous,harvest,3,1.0414773237217194,0.0,-0.0,0.0,2.8839006423950195,0.0
8680,1,11,76,146,True,-1.0,-20,4,1,-1,8.0,1,-3,3,0,70,0.5,5,dangerous,captured,2,2.0794415416798357,0.0,0.0,4.0,2.633300542831421,4.0
8681,1,11,76,147,True,0.5,-20,1,4,7,2.8839006423950195,1,3,3,1,80,-1.0,6,dangerous,captured,3,1.059143767509901,-4.0,4.0,-1.0,1.48340106,1.0
8684,1,12,76,146,True,-1.0,-20,3,5,3,2.633300542831421,1,2,4,0,70,0.25,0,dangerous,captured,2,0.9682380186380044,-1.0,1.0,0.0,2.3831005096435547,-0.0
8685,1,12,76,147,True,0.25,-20,5,3,7,1.48340106,1,-2,4,1,80,-1.0,2,dangerous,captured,4,0.39433746489469124,4.0,4.0,1.0,2.683500528335572,1.0
8688,1,13,76,146,True,-1.0,-20,4,5,8,2.3831005096435547,1,1,5,0,70,0.25,4,dangerous,captured,3,0.868402375004552,1.0,1.0,4.0,2.649500608444214,-4.0
8689,1,13,76,147,True,0.25,-20,5,4,7,2.683500528335572,1,-1,5,1,80,-1.0,2,dangerous,captured,3,0.9871221095177426,0.0,-0.0,-1.0,2.8841001987457275,-1.0
8692,1,14,76,146,True,-1.0,-20,3,9,3,2.649500608444214,1,6,6,0,70,0.0,0,dangerous,captured,6,0.9743711725955727,-1.0,-1.0,-3.0,8.0,3.0
8693,1,14,76,147,True,0.0,-20,9,3,6,2.8841001987457275,1,-6,6,1,80,-1.0,3,dangerous,captured,3,1.0592129617962,4.0,-4.0,0.0,2.265800952911377,0.0
8696,1,15,76,146,True,0.5,-20,3,6,-1,8.0,1,3,5,0,70,0.25,4,dangerous,captured,7,2.0794415416798357,0.0,0.0,-1.0,8.0,1.0
8697,1,15,76,147,True,0.25,-20,6,3,3,2.265800952911377,1,-3,5,1,80,0.5,3,dangerous,captured,0,0.8179283180200443,-3.0,3.0,1.0,2.6175999641418457,1.0
8700,1,16,76,146,True,0.75,-20,4,5,-1,8.0,1,1,5,0,70,0.0,5,dangerous,captured,6,2.0794415416798357,1.0,1.0,4.0,3.266599655151367,-4.0
8701,1,16,76,147,True,0.0,-20,5,4,9,2.6175999641418457,1,-1,5,1,80,0.75,4,dangerous,captured,5,0.9622578537274238,-1.0,1.0,-1.0,1.332600474357605,-1.0
8704,1,17,76,146,True,-1.0,-20,3,9,7,3.266599655151367,1,6,6,0,70,0.0,4,dangerous,captured,2,1.1837495830688338,-1.0,-1.0,-8.0,8.0,8.0
8705,1,17,76,147,True,0.0,-20,9,3,7,1.332600474357605,1,-6,6,1,80,-1.0,2,dangerous,captured,4,0.28713227711022027,4.0,-4.0,0.0,2.083400249481201,0.0
