attack,attackProb,attackRange,choice,currProb,predatorType,reward,round,rt,totMoney,trial,subID
FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,15,2.086399793624878,323,135,27
FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,16,2.2708990573883057,359,136,27
FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,17,1.7354000806808472,368,137,27
FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,18,2.47019887,404,138,27
FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,19,2.386899233,420,139,27
FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,2,2.4198999404907227,34,122,27
FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,20,3.502599239349365,469,140,27
TRUE,2.5999999046325684,7,6,0.3184999823570251,0,-10,21,2.053600311279297,459,141,27
FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,22,1.5038999319076538,468,142,27
FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,23,2.353300333023072,477,143,27
FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,24,1.303300142288208,486,144,27
TRUE,4.800000190734863,7,3,0.1920000165700912,1,-10,25,1.5530999898910522,476,145,27
FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,26,1.3523999452590942,485,146,27
FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,27,1.5354005098342896,494,147,27
FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,28,2.5876002311706543,503,148,27
FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,29,2.520899534225464,552,149,27
FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,3,2.769200801849365,59,123,27
FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,30,2.8704991340637207,588,150,27
FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,4,1.9188001155853271,68,124,27
FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,5,2.3699004650115967,104,125,27
FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,6,2.1704001426696777,113,126,27
