,attack,attackProb,attackRange,choice,currProb,predatorType,reward,round,rt,totMoney,trial,subID
0,TRUE,2.5999999046325684,7,7,0.4160000085830688,0,-10,2,3.5290002822875977,15,2,75
0,FALSE,4.800000190734863,7,7,0.768000066,1,49,20,2.335800886154175,393,20,75
0,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,21,1.619600534439087,429,21,75
0,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,22,1.703300714492798,478,22,75
0,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,23,1.83690083,514,23,75
0,TRUE,4.800000190734863,7,7,0.768000066,1,-10,24,1.6351009607315063,504,24,75
0,FALSE,4.800000190734863,7,6,0.5879999995231628,1,36,25,1.754201054573059,540,25,75
0,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,26,1.4198005199432373,589,26,75
0,TRUE,4.800000190734863,7,6,0.5879999995231628,1,-10,27,1.503100872039795,579,27,75
0,TRUE,4.800000190734863,7,6,0.5879999995231628,1,-10,28,1.9222010374069212,569,28,75
0,TRUE,4.800000190734863,7,6,0.5879999995231628,1,-10,29,1.469900608062744,559,29,75
0,TRUE,4.800000190734863,7,7,0.768000066,1,-10,3,2.1045000553131104,5,3,75
0,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,30,1.6700007915496826,595,30,75
0,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,31,1.952601432800293,644,31,75
0,TRUE,4.800000190734863,7,6,0.5879999995231628,1,-10,32,1.6872004270553589,634,32,75
0,FALSE,4.800000190734863,7,6,0.5879999995231628,1,36,33,1.5695005655288696,670,33,75
0,FALSE,4.800000190734863,7,5,0.4320000410079956,1,25,34,3.653498411178589,695,34,75
0,TRUE,4.800000190734863,7,7,0.768000066,1,-10,35,1.7034008502960205,685,35,75
0,TRUE,4.800000190734863,7,6,0.5879999995231628,1,-10,36,2.6169002056121826,675,36,75
0,TRUE,4.800000190734863,7,5,0.4320000410079956,1,-10,37,2.504199981689453,665,37,75
0,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,38,1.7533003091812134,701,38,75
0,TRUE,2.5999999046325684,7,8,0.5264999270439148,0,-10,39,2.552300453186035,691,39,75
