,room,predatorType,selfBlame,blame_async,subID,abs_player_partner_diff,idvStep,idvMoney,idv_attack,playerStep,jointMoney,finalStep,partnerStep,attack,risky_wpair,risky_abs,grp_idv_step_diff,grp_idv_reward_diff,grp_idv_attack_diff,self_partner_risk_diff,abs_prediction_error,playerStep_var,partnerStep_var,idvStep_var,finalStep_var,abs_ppd_var
408,110,0,0.49122807017543857,0.17916666666666667,206,1.6666666666666667,5.433333333333334,18.4,0.26666666666666666,6.551724137931035,24.344827586206897,6.827586206896552,6.551724137931035,0.3793103448275862,lower,low,1.1183908045977011,5.944827586206898,0.11264367816091952,-1.3999999999999995,1.4615384615384615,3.8264367816091975,0.39195402298850585,4.3919540229885055,1.0298850574712648,1.67816091954023
409,110,1,0.4449152542372881,0.17916666666666667,206,1.9,3.1,5.766666666666667,0.16666666666666666,7.3,4.8,6.666666666666667,5.533333333333333,0.7,lower,low,4.199999999999999,-0.9666666666666668,0.5333333333333333,-3.6,2.066666666666667,3.113793103448274,0.2574712643678162,1.2731182795698923,1.1264367816091951,2.575862068965517
410,110,0,0.49122807017543857,0.17916666666666667,207,1.6666666666666667,6.833333333333333,24.5,0.36666666666666664,6.566666666666666,24.066666666666666,6.733333333333333,6.366666666666666,0.36666666666666664,higher,high,-0.2666666666666666,-0.43333333333333357,0.0,1.3999999999999995,1.8666666666666667,0.39195402298850585,3.8264367816091975,3.249462365591398,1.0298850574712648,1.67816091954023
411,110,1,0.4449152542372881,0.17916666666666667,207,1.9,6.7,6.766666666666667,0.6333333333333333,5.533333333333333,4.8,6.666666666666667,7.3,0.7,higher,high,-1.166666666666667,-1.9666666666666668,0.06666666666666665,3.6,1.8,0.2574712643678162,3.113793103448274,1.3206896551724137,1.1264367816091951,2.575862068965517
412,111,0,0.4666666666666667,0.19583333333333333,208,1.5333333333333334,8.1,25.166666666666668,0.5333333333333333,7.466666666666667,29.133333333333333,8.566666666666666,9.0,0.5333333333333333,lower,high,-0.6333333333333329,3.966666666666665,0.0,-0.7666666666666675,0.3,1.1540229885057465,0.0,0.3689655172413796,0.39195402298850607,1.1540229885057471
413,111,1,0.5296610169491526,0.19583333333333333,208,3.3,5.5,10.2,0.4666666666666667,5.666666666666667,3.5,5.666666666666667,5.1,0.6,higher,high,0.16666666666666696,-6.699999999999999,0.1333333333333333,3.066666666666667,2.7857142857142856,1.4712643678160922,13.12758620689655,0.8580645161290321,4.091954022988505,2.148275862068966
414,111,0,0.4666666666666667,0.19583333333333333,209,1.8,8.866666666666667,16.733333333333334,0.7,9.0,29.133333333333333,8.433333333333334,7.2,0.5333333333333333,higher,high,0.13333333333333286,12.399999999999999,-0.16666666666666663,0.7666666666666675,1.7,0.0,2.5793103448275865,0.3264367816091956,0.39195402298850607,1.1540229885057471
415,111,1,0.5296610169491526,0.19583333333333333,209,3.3,2.433333333333333,4.633333333333334,0.06666666666666667,5.1,3.5,5.666666666666667,5.666666666666667,0.6,lower,low,2.6666666666666665,-1.1333333333333337,0.5333333333333333,-3.066666666666667,1.8,13.12758620689655,1.4712643678160922,2.703225806451613,4.091954022988505,2.148275862068966
416,112,0,0.5560344827586207,0.09583333333333334,210,4.9,7.666666666666667,35.833333333333336,0.3333333333333333,8.033333333333333,18.8,5.9,3.2,0.36666666666666664,higher,high,0.36666666666666625,-17.033333333333335,0.033333333333333326,5.166666666666667,1.0333333333333334,0.44712643678160907,1.4068965517241383,0.2298850574712645,0.575862068965518,0.989655172413793
417,112,1,0.5,0.09583333333333334,210,0.3333333333333333,4.0,7.333333333333333,0.3333333333333333,3.0344827586206895,5.724137931034483,3.0344827586206895,2.896551724137931,0.1724137931034483,higher,low,-0.9655172413793105,-1.60919540229885,-0.16091954022988503,1.7666666666666666,0.13333333333333333,0.8551724137931033,0.11954022988505755,0.0,0.16206896551724134,1.264367816091954
418,112,0,0.5560344827586207,0.09583333333333334,211,4.9,2.5,6.566666666666666,0.0,3.2,18.8,5.9,8.033333333333333,0.36666666666666664,lower,low,0.7000000000000002,12.233333333333334,0.36666666666666664,-5.166666666666667,0.6,1.4068965517241383,0.44712643678160907,0.3275862068965516,0.575862068965518,0.989655172413793
419,112,1,0.5,0.09583333333333334,211,0.3333333333333333,2.2333333333333334,5.366666666666666,0.0,2.8666666666666667,6.366666666666666,3.1,3.2,0.16666666666666666,lower,low,0.6333333333333333,1.0,0.16666666666666666,-1.7666666666666666,0.43333333333333335,0.11954022988505755,0.8551724137931033,0.3978494623655913,0.16206896551724134,1.264367816091954
420,113,0,0.5041666666666667,0.19583333333333333,212,1.5,4.333333333333333,13.0,0.23333333333333334,4.4,10.3,4.3,3.6333333333333333,0.26666666666666666,lower,low,0.06666666666666732,-2.6999999999999993,0.033333333333333326,-1.333333333333334,1.2,2.6620689655172414,2.0333333333333328,5.954022988505748,1.3206896551724134,1.5689655172413792
421,113,1,0.5,0.19583333333333333,212,2.033333333333333,4.233333333333333,3.7666666666666666,0.4,4.033333333333333,7.1,3.8,3.1333333333333333,0.26666666666666666,lower,low,-0.20000000000000018,3.333333333333333,-0.13333333333333336,-1.333333333333333,1.1724137931034482,4.654022988505747,2.2574712643678163,4.264516129032257,1.4758620689655169,5.136781609195403
422,113,0,0.5041666666666667,0.19583333333333333,213,1.5,5.666666666666667,20.933333333333334,0.23333333333333334,3.6333333333333333,10.3,4.3,4.4,0.26666666666666666,higher,low,-2.0333333333333337,-10.633333333333333,0.033333333333333326,1.333333333333334,1.1666666666666667,2.0333333333333328,2.6620689655172414,0.8258064516129033,1.3206896551724134,1.5689655172413792
423,113,1,0.5,0.19583333333333333,213,2.033333333333333,5.566666666666666,12.766666666666667,0.43333333333333335,3.1724137931034484,7.0344827586206895,3.8275862068965516,4.068965517241379,0.27586206896551724,higher,high,-2.394252873563218,-5.732183908045978,-0.1574712643678161,1.333333333333333,2.533333333333333,2.2574712643678163,4.654022988505747,0.460919540229885,1.4758620689655169,5.136781609195403
424,114,0,0.5416666666666666,0.12916666666666668,214,1.4333333333333333,2.8666666666666667,7.4,0.06666666666666667,3.7,17.1,4.566666666666666,5.066666666666666,0.13333333333333333,lower,low,0.8333333333333335,9.700000000000001,0.06666666666666667,-3.6999999999999997,1.3703703703703705,0.3551724137931033,3.2367816091954027,1.6236559139784945,1.1505747126436783,2.5298850574712635
