attack,selfBlame,jointMoney,partnerStep,playerStep,prediction,share,split_rt,step_rt,trial,room,block,playerID,predatorType,player_partner_diff,finalStep,subID
FALSE,0.5,50,3,6,4,0,1.4162999391555786,4.716798782348633,4,2,2,0,1,3,5,13
FALSE,0.25,50,6,3,5,0,3.875099897384644,2.9437003135681152,5,2,2,1,1,-3,5,46
FALSE,0.5,50,3,6,6,0,3.049998998641968,3.166599988937378,5,2,2,0,1,3,5,13
FALSE,0.5,32,5,3,5,0,7.115300655,3.595499515533448,6,2,2,1,1,-2,4,46
FALSE,0.5,32,3,5,5,0,2.033099889755249,3.200299024581909,6,2,2,0,1,2,4,13
FALSE,0.5,32,5,3,5,0,4.821700572967529,2.7843003273010254,7,2,2,1,1,-2,4,46
FALSE,0.25,32,3,5,5,0,1.2657999992370603,3.2825984954833984,7,2,2,0,1,2,4,13
TRUE,0.5,18,3,3,5,0,3.5972001552581787,3.738099813461304,8,2,2,1,1,0,3,46
TRUE,0.5,18,3,3,4,0,2.033399582,7.566596508026123,8,2,2,0,1,0,3,13
FALSE,0.5,32,5,3,5,0,5.296899795532227,3.013399839401245,9,2,2,1,1,-2,4,46
FALSE,0.5,32,3,5,6,0,3.250499963760376,3.2500991821289062,9,2,2,0,1,2,4,13
FALSE,0.5,18,3,3,5,0,4.931900501251221,4.617699146270752,10,2,2,1,1,0,3,46
FALSE,0.5,18,3,3,4,0,1.4830000400543213,2.3667006492614746,10,2,2,0,1,0,3,13
TRUE,0.5,32,4,3,5,0,5.052800178527832,3.656799793243408,11,2,2,1,1,-1,4,46
TRUE,0.5,32,3,4,5,0,1.2000999450683594,2.950000047683716,11,2,2,0,1,1,4,13
FALSE,0.5,18,3,3,5,0,3.731299638748169,3.670099973678589,12,2,2,1,1,0,3,46
FALSE,0.5,18,3,3,6,0,1.7498997449874878,6.233099460601807,12,2,2,0,1,0,3,13
FALSE,0.5,18,3,3,5,0,5.076700210571289,3.2420005798339844,13,2,2,1,1,0,3,46
FALSE,0.5,18,3,3,3,0,2.9497995376586914,2.800098896026612,13,2,2,0,1,0,3,13
FALSE,0.5,18,3,3,5,0,5.675800323486328,2.7732999324798584,14,2,2,1,1,0,3,46
FALSE,0.5,18,3,3,4,0,1.6665000915527344,3.0169992446899414,14,2,2,0,1,0,3,13
TRUE,0.5,18,3,3,5,0,3.4771997928619385,2.946200132369995,15,2,2,1,1,0,3,46
TRUE,0.5,18,3,3,3,0,1.1498998403549194,1.799899935722351,15,2,2,0,1,0,3,13
FALSE,0.25,32,4,3,5,0,6.262799739837647,5.182698726654053,16,2,2,1,1,-1,4,46
